,Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area,Year
373,D28,29.0,19.0,-68.34,71.43,amere,10/10/2019,551.0,2019.0
374,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),10/18/2019,1760.0,2019.0
375,A63,11.0,3.0,-76.29,-46.74,belle (grounded),10/18/2019,33.0,2019.0
376,A64,16.0,11.0,-69.73,-60.98,belle (grounded),10/18/2019,176.0,2019.0
377,A68A,82.0,26.0,-64.9,-57.38,belle,10/18/2019,2132.0,2019.0
378,A68B,7.0,3.0,-64.64,-58.79,belle,10/18/2019,21.0,2019.0
379,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),10/18/2019,243.0,2019.0
380,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),10/18/2019,84.0,2019.0
381,B09I,12.0,6.0,-65.65,52.89,amerw,10/18/2019,72.0,2019.0
382,B15AA,11.0,6.0,-58.41,-36.86,belle,10/18/2019,66.0,2019.0
383,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),10/18/2019,44.0,2019.0
384,B16,16.0,6.0,-57.37,-30.94,belle,10/18/2019,96.0,2019.0
385,B22A,44.0,24.0,-74.01,-109.21,amune (grounded),10/18/2019,1056.0,2019.0
386,B28,10.0,7.0,-74.7,-108.79,amune (grounded),10/18/2019,70.0,2019.0
387,B29,11.0,5.0,-74.53,-108.92,amune (grounded),10/18/2019,55.0,2019.0
388,B37,8.0,3.0,-73.12,-109.01,amune,10/18/2019,24.0,2019.0
389,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),10/18/2019,24.0,2019.0
390,B39,8.0,4.0,-65.51,80.55,amere,10/18/2019,32.0,2019.0
391,B40,8.0,5.0,-65.64,132.18,wilke (grounded),10/18/2019,40.0,2019.0
392,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),10/18/2019,52.0,2019.0
393,B43,10.0,5.0,-73.26,-171.56,rossc,10/18/2019,50.0,2019.0
394,B45,8.0,6.0,-74.7,-109.37,amune (grounded),10/18/2019,48.0,2019.0
395,B46,10.0,4.0,-74.35,-105.34,amune,10/18/2019,40.0,2019.0
396,B47,19.0,5.0,-74.26,-130.96,amunw,10/18/2019,95.0,2019.0
397,C15,14.0,10.0,-66.08,143.41,wilke (grounded),10/18/2019,140.0,2019.0
398,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),10/18/2019,80.0,2019.0
399,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),10/18/2019,96.0,2019.0
400,C24,11.0,3.0,-64.84,96.03,wilkw (grounded),10/18/2019,33.0,2019.0
401,C29,5.0,5.0,-66.1,142.84,wilke (grounded),10/18/2019,25.0,2019.0
402,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/18/2019,27.0,2019.0
403,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),10/18/2019,27.0,2019.0
404,C33,8.0,4.0,-66.38,144.37,wilke (grounded),10/18/2019,32.0,2019.0
405,C34,11.0,5.0,-64.66,128.34,wilke,10/18/2019,55.0,2019.0
406,C35,12.0,5.0,-68.24,148.21,wilke (grounded),10/18/2019,60.0,2019.0
407,C36,23.0,16.0,-68.11,147.84,wilke (grounded),10/18/2019,368.0,2019.0
408,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/18/2019,1224.0,2019.0
409,D15B,33.0,12.0,-66.99,81.56,amere (grounded),10/18/2019,396.0,2019.0
410,D20A,20.0,9.0,-68.83,36.28,amerw,10/18/2019,180.0,2019.0
411,D21B,11.0,4.0,-75.38,-37.61,belle,10/18/2019,44.0,2019.0
412,D22,11.0,2.0,-66.4,77.48,amere,10/18/2019,22.0,2019.0
413,D23,8.0,6.0,-69.43,74.67,amere (grounded),10/18/2019,48.0,2019.0
414,D26,19.0,2.0,-69.4,29.33,wedde (grounded),10/18/2019,38.0,2019.0
415,D27,8.0,5.0,-67.27,81.87,amere (grounded),10/18/2019,40.0,2019.0
416,D28,29.0,19.0,-68.32,70.99,amere,10/18/2019,551.0,2019.0
417,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),10/25/2019,1760.0,2019.0
418,A63,11.0,3.0,-76.29,-46.74,belle (grounded),10/25/2019,33.0,2019.0
419,A64,16.0,11.0,-69.73,-60.98,belle (grounded),10/25/2019,176.0,2019.0
420,A68A,82.0,26.0,-64.93,-57.3,belle,10/25/2019,2132.0,2019.0
421,A68B,7.0,3.0,-64.68,-58.79,belle,10/25/2019,21.0,2019.0
422,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),10/25/2019,243.0,2019.0
423,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),10/25/2019,84.0,2019.0
424,B09I,12.0,6.0,-65.63,52.88,amerw,10/25/2019,72.0,2019.0
425,B15AA,11.0,6.0,-58.04,-36.54,belle,10/25/2019,66.0,2019.0
426,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),10/25/2019,44.0,2019.0
427,B16,16.0,6.0,-56.07,-31.2,belle,10/25/2019,96.0,2019.0
428,B22A,44.0,24.0,-74.01,-109.21,amune (grounded),10/25/2019,1056.0,2019.0
429,B28,10.0,7.0,-74.7,-108.79,amune (grounded),10/25/2019,70.0,2019.0
430,B29,11.0,5.0,-74.53,-108.92,amune (grounded),10/25/2019,55.0,2019.0
431,B37,8.0,3.0,-72.87,-109.38,amune,10/25/2019,24.0,2019.0
432,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),10/25/2019,24.0,2019.0
433,B39,8.0,4.0,-65.94,80.21,amere,10/25/2019,32.0,2019.0
434,B40,8.0,5.0,-65.64,132.18,wilke (grounded),10/25/2019,40.0,2019.0
435,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),10/25/2019,52.0,2019.0
436,B43,10.0,5.0,-73.08,-172.13,rossc,10/25/2019,50.0,2019.0
437,B45,8.0,6.0,-74.7,-109.37,amune (grounded),10/25/2019,48.0,2019.0
438,B46,10.0,4.0,-74.39,-105.48,amune,10/25/2019,40.0,2019.0
439,B47,19.0,5.0,-74.24,-131.32,amunw,10/25/2019,95.0,2019.0
440,C15,14.0,10.0,-66.08,143.41,wilke (grounded),10/25/2019,140.0,2019.0
441,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),10/25/2019,80.0,2019.0
442,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),10/25/2019,96.0,2019.0
443,C24,11.0,3.0,-64.84,96.03,wilkw (grounded),10/25/2019,33.0,2019.0
444,C29,5.0,5.0,-66.1,142.84,wilke (grounded),10/25/2019,25.0,2019.0
445,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),10/25/2019,27.0,2019.0
446,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),10/25/2019,27.0,2019.0
447,C33,8.0,4.0,-66.38,144.37,wilke (grounded),10/25/2019,32.0,2019.0
448,C34,11.0,5.0,-64.77,126.27,wilke,10/25/2019,55.0,2019.0
449,C35,12.0,5.0,-68.24,148.21,wilke (grounded),10/25/2019,60.0,2019.0
450,C36,23.0,16.0,-68.11,147.84,wilke (grounded),10/25/2019,368.0,2019.0
451,D15A,51.0,24.0,-66.64,81.91,amere (grounded),10/25/2019,1224.0,2019.0
452,D15B,33.0,12.0,-66.99,81.56,amere (grounded),10/25/2019,396.0,2019.0
453,D20A,20.0,9.0,-68.8,36.28,amerw,10/25/2019,180.0,2019.0
454,D21B,11.0,4.0,-75.81,-38.96,belle,10/25/2019,44.0,2019.0
455,D22,11.0,2.0,-66.52,76.52,amere,10/25/2019,22.0,2019.0
456,D23,8.0,6.0,-69.43,74.67,amere (grounded),10/25/2019,48.0,2019.0
457,D26,19.0,2.0,-69.4,29.33,wedde (grounded),10/25/2019,38.0,2019.0
458,D27,8.0,5.0,-67.27,81.87,amere (grounded),10/25/2019,40.0,2019.0
459,D28,29.0,19.0,-68.27,70.9,amere,10/25/2019,551.0,2019.0
460,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),11/01/2019,1760.0,2019.0
461,A63,11.0,3.0,-76.29,-46.74,belle (grounded),11/01/2019,33.0,2019.0
462,A64,16.0,11.0,-69.73,-60.98,belle (grounded),11/01/2019,176.0,2019.0
463,A68A,82.0,26.0,-64.87,-57.07,belle,11/01/2019,2132.0,2019.0
464,A68B,7.0,3.0,-64.65,-58.73,belle,11/01/2019,21.0,2019.0
465,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),11/01/2019,243.0,2019.0
466,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),11/01/2019,84.0,2019.0
467,B09I,12.0,6.0,-65.86,50.9,amerw,11/01/2019,72.0,2019.0
468,B15AA,11.0,6.0,-57.96,-36.45,belle,11/01/2019,66.0,2019.0
469,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),11/01/2019,44.0,2019.0
470,B16,16.0,6.0,-55.59,-30.68,belle,11/01/2019,96.0,2019.0
471,B22A,44.0,24.0,-74.01,-109.21,amune (grounded),11/01/2019,1056.0,2019.0
472,B28,10.0,7.0,-74.7,-108.79,amune (grounded),11/01/2019,70.0,2019.0
473,B29,11.0,5.0,-74.53,-108.91,amune (grounded),11/01/2019,55.0,2019.0
474,B37,8.0,3.0,-72.79,-109.66,amune,11/01/2019,24.0,2019.0
475,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),11/01/2019,24.0,2019.0
476,B39,8.0,4.0,-66.33,79.72,amere,11/01/2019,32.0,2019.0
477,B40,8.0,5.0,-65.64,132.18,wilke (grounded),11/01/2019,40.0,2019.0
478,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),11/01/2019,52.0,2019.0
479,B43,10.0,5.0,-72.82,-172.83,rossc,11/01/2019,50.0,2019.0
480,B45,8.0,6.0,-74.7,-109.37,amune (grounded),11/01/2019,48.0,2019.0
481,B46,10.0,4.0,-74.39,-105.48,amune,11/01/2019,40.0,2019.0
482,B47,19.0,5.0,-74.2,-131.17,amunw,11/01/2019,95.0,2019.0
483,C15,14.0,10.0,-66.08,143.41,wilke (grounded),11/01/2019,140.0,2019.0
484,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),11/01/2019,80.0,2019.0
485,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),11/01/2019,96.0,2019.0
486,C24,11.0,3.0,-64.84,96.02,wilkw (grounded),11/01/2019,33.0,2019.0
487,C29,5.0,5.0,-66.1,142.84,wilke (grounded),11/01/2019,25.0,2019.0
488,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/01/2019,27.0,2019.0
489,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),11/01/2019,27.0,2019.0
490,C33,8.0,4.0,-66.38,144.37,wilke (grounded),11/01/2019,32.0,2019.0
491,C34,11.0,5.0,-64.96,124.92,wilke,11/01/2019,55.0,2019.0
492,C35,12.0,5.0,-68.24,148.21,wilke (grounded),11/01/2019,60.0,2019.0
493,C36,23.0,16.0,-68.11,147.84,wilke (grounded),11/01/2019,368.0,2019.0
494,D15A,51.0,24.0,-66.65,81.92,amere (grounded),11/01/2019,1224.0,2019.0
495,D15B,33.0,12.0,-66.99,81.56,amere (grounded),11/01/2019,396.0,2019.0
496,D20A,20.0,9.0,-68.81,36.23,amerw,11/01/2019,180.0,2019.0
497,D21B,11.0,4.0,-75.82,-38.99,belle,11/01/2019,44.0,2019.0
498,D22,11.0,2.0,-66.77,75.42,amere,11/01/2019,22.0,2019.0
499,D23,8.0,6.0,-69.43,74.67,amere (grounded),11/01/2019,48.0,2019.0
500,D26,19.0,2.0,-69.36,29.4,wedde (grounded),11/01/2019,38.0,2019.0
501,D27,8.0,5.0,-67.27,81.87,amere (grounded),11/01/2019,40.0,2019.0
502,D28,29.0,19.0,-68.27,70.9,amere,11/01/2019,551.0,2019.0
503,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),11/08/2019,1760.0,2019.0
504,A63,11.0,3.0,-76.29,-46.74,belle (grounded),11/08/2019,33.0,2019.0
505,A64,16.0,11.0,-69.73,-60.98,belle (grounded),11/08/2019,176.0,2019.0
506,A68A,82.0,26.0,-64.82,-56.74,belle,11/08/2019,2132.0,2019.0
507,A68B,7.0,3.0,-64.65,-58.66,belle,11/08/2019,21.0,2019.0
508,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),11/08/2019,243.0,2019.0
509,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),11/08/2019,84.0,2019.0
510,B09I,12.0,6.0,-65.97,50.02,amerw,11/08/2019,72.0,2019.0
511,B15AA,11.0,6.0,-58.0,-35.37,belle,11/08/2019,66.0,2019.0
512,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),11/08/2019,44.0,2019.0
513,B16,16.0,6.0,-55.41,-31.13,belle,11/08/2019,96.0,2019.0
514,B22A,44.0,24.0,-74.01,-109.21,amune (grounded),11/08/2019,1056.0,2019.0
515,B28,10.0,7.0,-74.7,-108.79,amune (grounded),11/08/2019,70.0,2019.0
516,B29,11.0,5.0,-74.53,-108.92,amune (grounded),11/08/2019,55.0,2019.0
517,B37,8.0,3.0,-72.77,-109.9,amune,11/08/2019,24.0,2019.0
518,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),11/08/2019,24.0,2019.0
519,B39,8.0,4.0,-66.55,78.83,amere,11/08/2019,32.0,2019.0
520,B40,8.0,5.0,-65.63,132.19,wilke (grounded),11/08/2019,40.0,2019.0
521,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),11/08/2019,52.0,2019.0
522,B43,10.0,5.0,-72.58,-172.57,rossc,11/08/2019,50.0,2019.0
523,B45,8.0,6.0,-74.7,-109.37,amune (grounded),11/08/2019,48.0,2019.0
524,B46,10.0,4.0,-74.4,-105.48,amune,11/08/2019,40.0,2019.0
525,B47,19.0,5.0,-74.12,-131.2,amunw,11/08/2019,95.0,2019.0
526,C15,14.0,10.0,-66.08,143.41,wilke (grounded),11/08/2019,140.0,2019.0
527,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),11/08/2019,80.0,2019.0
528,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),11/08/2019,96.0,2019.0
529,C24,11.0,3.0,-64.84,96.03,wilkw (grounded),11/08/2019,33.0,2019.0
530,C29,5.0,5.0,-66.1,142.84,wilke (grounded),11/08/2019,25.0,2019.0
531,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/08/2019,27.0,2019.0
532,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),11/08/2019,27.0,2019.0
533,C33,8.0,4.0,-66.38,144.37,wilke (grounded),11/08/2019,32.0,2019.0
534,C34,11.0,5.0,-65.26,123.56,wilke,11/08/2019,55.0,2019.0
535,C35,12.0,5.0,-68.24,148.21,wilke (grounded),11/08/2019,60.0,2019.0
536,C36,23.0,16.0,-68.11,147.84,wilke (grounded),11/08/2019,368.0,2019.0
537,D15A,51.0,24.0,-66.64,81.91,amere (grounded),11/08/2019,1224.0,2019.0
538,D15B,33.0,12.0,-66.99,81.56,amere (grounded),11/08/2019,396.0,2019.0
539,D20A,20.0,9.0,-68.81,36.23,amerw,11/08/2019,180.0,2019.0
540,D21B,11.0,4.0,-75.9,-39.14,belle (grounded),11/08/2019,44.0,2019.0
541,D22,11.0,2.0,-66.89,73.92,amere,11/08/2019,22.0,2019.0
542,D23,8.0,6.0,-69.43,74.67,amere (grounded),11/08/2019,48.0,2019.0
543,D26,19.0,2.0,-69.4,29.33,wedde (grounded),11/08/2019,38.0,2019.0
544,D27,8.0,5.0,-67.27,81.87,amere (grounded),11/08/2019,40.0,2019.0
545,D28,29.0,19.0,-68.27,70.9,amere (grounded),11/08/2019,551.0,2019.0
546,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),11/15/2019,1760.0,2019.0
547,A63,11.0,3.0,-76.29,-46.75,belle (grounded),11/15/2019,33.0,2019.0
548,A64,16.0,11.0,-69.73,-60.98,belle (grounded),11/15/2019,176.0,2019.0
549,A68A,82.0,26.0,-64.79,-56.61,belle,11/15/2019,2132.0,2019.0
550,A68B,7.0,3.0,-64.64,-58.64,belle,11/15/2019,21.0,2019.0
551,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),11/15/2019,243.0,2019.0
552,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),11/15/2019,84.0,2019.0
553,B09I,12.0,6.0,-66.24,49.67,amerw,11/15/2019,72.0,2019.0
554,B15AA,11.0,6.0,-58.35,-34.27,belle,11/15/2019,66.0,2019.0
555,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),11/15/2019,44.0,2019.0
556,B16,16.0,6.0,-54.86,-31.67,belle,11/15/2019,96.0,2019.0
557,B22A,44.0,24.0,-74.01,-109.21,amune (grounded),11/15/2019,1056.0,2019.0
558,B28,10.0,7.0,-74.7,-108.79,amune (grounded),11/15/2019,70.0,2019.0
559,B29,11.0,5.0,-74.53,-108.92,amune (grounded),11/15/2019,55.0,2019.0
560,B37,8.0,3.0,-72.78,-109.83,amune,11/15/2019,24.0,2019.0
561,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),11/15/2019,24.0,2019.0
562,B39,8.0,4.0,-66.83,78.29,amere,11/15/2019,32.0,2019.0
563,B40,8.0,5.0,-65.64,132.19,wilke (grounded),11/15/2019,40.0,2019.0
564,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),11/15/2019,52.0,2019.0
565,B43,10.0,5.0,-72.52,-172.31,rossc,11/15/2019,50.0,2019.0
566,B45,8.0,6.0,-74.7,-109.37,amune (grounded),11/15/2019,48.0,2019.0
567,B46,10.0,4.0,-74.4,-105.47,amune,11/15/2019,40.0,2019.0
568,B47,19.0,5.0,-74.04,-131.03,amunw,11/15/2019,95.0,2019.0
569,C15,14.0,10.0,-66.08,143.41,wilke (grounded),11/15/2019,140.0,2019.0
570,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),11/15/2019,80.0,2019.0
571,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),11/15/2019,96.0,2019.0
572,C24,11.0,3.0,-64.84,96.03,wilkw (grounded),11/15/2019,33.0,2019.0
573,C29,5.0,5.0,-66.1,142.84,wilke (grounded),11/15/2019,25.0,2019.0
574,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/15/2019,27.0,2019.0
575,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),11/15/2019,27.0,2019.0
576,C33,8.0,4.0,-66.38,144.37,wilke (grounded),11/15/2019,32.0,2019.0
577,C34,11.0,5.0,-65.42,122.76,wilke,11/15/2019,55.0,2019.0
578,C35,12.0,5.0,-68.24,148.21,wilke (grounded),11/15/2019,60.0,2019.0
579,C36,23.0,16.0,-68.11,147.84,wilke (grounded),11/15/2019,368.0,2019.0
580,D15A,51.0,24.0,-66.64,81.91,amere (grounded),11/15/2019,1224.0,2019.0
581,D15B,33.0,12.0,-66.99,81.56,amere (grounded),11/15/2019,396.0,2019.0
582,D20A,20.0,9.0,-68.81,36.23,amerw,11/15/2019,180.0,2019.0
583,D21B,11.0,4.0,-75.91,-39.28,belle (grounded),11/15/2019,44.0,2019.0
584,D22,11.0,2.0,-66.68,71.93,amere,11/15/2019,22.0,2019.0
585,D23,8.0,6.0,-69.43,74.67,amere (grounded),11/15/2019,48.0,2019.0
586,D26,19.0,2.0,-69.4,29.33,wedde (grounded),11/15/2019,38.0,2019.0
587,D27,8.0,5.0,-67.27,81.87,amere (grounded),11/15/2019,40.0,2019.0
588,D28,29.0,19.0,-68.25,70.88,amere (grounded),11/15/2019,551.0,2019.0
589,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),11/22/2019,1760.0,2019.0
590,A63,11.0,3.0,-76.29,-46.74,belle (grounded),11/22/2019,33.0,2019.0
591,A64,16.0,11.0,-69.73,-60.98,belle (grounded),11/22/2019,176.0,2019.0
592,A68A,82.0,26.0,-64.76,-56.34,belle,11/22/2019,2132.0,2019.0
593,A68B,7.0,3.0,-64.66,-58.57,belle,11/22/2019,21.0,2019.0
594,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),11/22/2019,243.0,2019.0
595,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),11/22/2019,84.0,2019.0
596,B09I,12.0,6.0,-66.36,49.03,amerw,11/22/2019,72.0,2019.0
597,B15AA,11.0,6.0,-58.34,-33.89,belle,11/22/2019,66.0,2019.0
598,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),11/22/2019,44.0,2019.0
599,B16,16.0,6.0,-54.12,-31.42,belle,11/22/2019,96.0,2019.0
600,B22A,44.0,24.0,-74.0,-109.22,amune (grounded),11/22/2019,1056.0,2019.0
601,B28,10.0,7.0,-74.7,-108.79,amune (grounded),11/22/2019,70.0,2019.0
602,B29,11.0,5.0,-74.53,-108.91,amune (grounded),11/22/2019,55.0,2019.0
603,B37,8.0,3.0,-72.75,-110.28,amune,11/22/2019,24.0,2019.0
604,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),11/22/2019,24.0,2019.0
605,B39,8.0,4.0,-66.91,78.67,amere,11/22/2019,32.0,2019.0
606,B40,8.0,5.0,-65.64,132.19,wilke (grounded),11/22/2019,40.0,2019.0
607,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),11/22/2019,52.0,2019.0
608,B43,10.0,5.0,-72.36,-172.73,rossc,11/22/2019,50.0,2019.0
609,B45,8.0,6.0,-74.7,-109.37,amune (grounded),11/22/2019,48.0,2019.0
610,B46,10.0,4.0,-74.38,-105.55,amune,11/22/2019,40.0,2019.0
611,B47,19.0,5.0,-74.06,-131.4,amunw,11/22/2019,95.0,2019.0
612,C15,14.0,10.0,-66.08,143.41,wilke (grounded),11/22/2019,140.0,2019.0
613,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),11/22/2019,80.0,2019.0
614,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),11/22/2019,96.0,2019.0
615,C24,11.0,3.0,-64.84,96.02,wilkw (grounded),11/22/2019,33.0,2019.0
616,C29,5.0,5.0,-66.1,142.84,wilke (grounded),11/22/2019,25.0,2019.0
617,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/22/2019,27.0,2019.0
618,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),11/22/2019,27.0,2019.0
619,C33,8.0,4.0,-66.38,144.37,wilke (grounded),11/22/2019,32.0,2019.0
620,C34,11.0,5.0,-65.36,121.05,wilke,11/22/2019,55.0,2019.0
621,C35,12.0,5.0,-68.24,148.21,wilke (grounded),11/22/2019,60.0,2019.0
622,C36,23.0,16.0,-68.11,147.84,wilke (grounded),11/22/2019,368.0,2019.0
623,D15A,51.0,24.0,-66.65,81.92,amere (grounded),11/22/2019,1224.0,2019.0
624,D15B,33.0,12.0,-66.99,81.56,amere (grounded),11/22/2019,396.0,2019.0
625,D20A,20.0,9.0,-68.83,36.22,amerw,11/22/2019,180.0,2019.0
626,D21B,11.0,4.0,-76.13,-39.78,belle,11/22/2019,44.0,2019.0
627,D22,11.0,2.0,-66.63,71.01,amere,11/22/2019,22.0,2019.0
628,D23,8.0,6.0,-69.43,74.67,amere (grounded),11/22/2019,48.0,2019.0
629,D26,19.0,2.0,-69.36,29.4,wedde (grounded),11/22/2019,38.0,2019.0
630,D27,8.0,5.0,-67.27,81.87,amere (grounded),11/22/2019,40.0,2019.0
631,D28,29.0,19.0,-68.2,70.94,amere (grounded),11/22/2019,551.0,2019.0
632,A23A,44.0,40.0,-75.79,-41.06,belle (grounded),11/29/2019,1760.0,2019.0
633,A63,11.0,3.0,-76.29,-46.74,belle (grounded),11/29/2019,33.0,2019.0
634,A64,16.0,11.0,-69.73,-60.98,belle (grounded),11/29/2019,176.0,2019.0
635,A68A,82.0,26.0,-64.77,-56.19,belle,11/29/2019,2132.0,2019.0
636,A68B,7.0,3.0,-64.63,-58.59,belle,11/29/2019,21.0,2019.0
637,B09B,27.0,9.0,-66.26,143.34,wilke (grounded),11/29/2019,243.0,2019.0
638,B09G,12.0,7.0,-67.96,41.71,amerw (grounded),11/29/2019,84.0,2019.0
639,B09I,12.0,6.0,-66.42,47.69,amerw,11/29/2019,72.0,2019.0
640,B15AA,11.0,6.0,-58.06,-33.86,belle,11/29/2019,66.0,2019.0
641,B15AB,11.0,4.0,-66.01,51.12,amerw (grounded),11/29/2019,44.0,2019.0
642,B16,16.0,6.0,-54.21,-31.08,belle,11/29/2019,96.0,2019.0
643,B22A,44.0,24.0,-74.0,-109.22,amune (grounded),11/29/2019,1056.0,2019.0
644,B28,10.0,7.0,-74.7,-108.79,amune (grounded),11/29/2019,70.0,2019.0
645,B29,11.0,5.0,-74.53,-108.92,amune (grounded),11/29/2019,55.0,2019.0
646,B37,8.0,3.0,-72.79,-110.46,amune,11/29/2019,24.0,2019.0
647,B38,6.0,4.0,-76.99,-155.08,rosse (grounded),11/29/2019,24.0,2019.0
648,B39,8.0,4.0,-67.02,78.75,amere,11/29/2019,32.0,2019.0
649,B40,8.0,5.0,-65.64,132.19,wilke (grounded),11/29/2019,40.0,2019.0
650,B42,13.0,4.0,-73.05,-125.73,amunw (grounded),11/29/2019,52.0,2019.0
651,B43,10.0,5.0,-72.13,-172.57,rossc,11/29/2019,50.0,2019.0
652,B45,8.0,6.0,-74.7,-109.37,amune (grounded),11/29/2019,48.0,2019.0
653,B46,10.0,4.0,-74.39,-105.57,amune,11/29/2019,40.0,2019.0
654,B47,19.0,5.0,-74.09,-131.3,amunw,11/29/2019,95.0,2019.0
655,C15,14.0,10.0,-66.08,143.41,wilke (grounded),11/29/2019,140.0,2019.0
656,C18B,20.0,4.0,-65.46,113.87,wilkw (grounded),11/29/2019,80.0,2019.0
657,C21B,12.0,8.0,-64.99,95.86,wilkw (grounded),11/29/2019,96.0,2019.0
658,C24,11.0,3.0,-64.84,96.03,wilkw (grounded),11/29/2019,33.0,2019.0
659,C29,5.0,5.0,-66.1,142.84,wilke (grounded),11/29/2019,25.0,2019.0
660,C30,9.0,3.0,-64.78,96.3,wilkw (grounded),11/29/2019,27.0,2019.0
661,C31,9.0,3.0,-64.69,96.52,wilkw (grounded),11/29/2019,27.0,2019.0
662,C33,8.0,4.0,-66.38,144.37,wilke (grounded),11/29/2019,32.0,2019.0
663,C34,11.0,5.0,-65.32,120.49,wilke,11/29/2019,55.0,2019.0
664,C35,12.0,5.0,-68.24,148.21,wilke (grounded),11/29/2019,60.0,2019.0
665,C36,23.0,16.0,-68.11,147.84,wilke (grounded),11/29/2019,368.0,2019.0
666,D15A,51.0,24.0,-66.64,81.91,amere (grounded),11/29/2019,1224.0,2019.0
667,D15B,33.0,12.0,-66.99,81.56,amere (grounded),11/29/2019,396.0,2019.0
668,D20A,20.0,9.0,-68.83,36.28,amerw,11/29/2019,180.0,2019.0
669,D21B,11.0,4.0,-76.11,-39.85,belle,11/29/2019,44.0,2019.0
670,D22,11.0,2.0,-67.11,67.44,amere,11/29/2019,22.0,2019.0
671,D23,8.0,6.0,-69.43,74.67,amere (grounded),11/29/2019,48.0,2019.0
672,D26,19.0,2.0,-69.4,29.33,wedde (grounded),11/29/2019,38.0,2019.0
