,Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area,Year
4782,A76C,16.0,7.0,-68.28,-59.42,belle,06/10/2022,112.0,2022.0
4783,A77,27.0,4.0,-76.84,-32.61,belle,06/10/2022,108.0,2022.0
4784,A78,18.0,4.0,-72.5,-37.27,belle,06/10/2022,72.0,2022.0
4785,B09B,24.0,8.0,-66.21,143.41,wilke,06/10/2022,192.0,2022.0
4786,B09G,11.0,7.0,-68.15,41.87,amerw,06/10/2022,77.0,2022.0
4787,B09I,8.0,3.0,-57.07,-22.4,weddw,06/10/2022,24.0,2022.0
4788,B15AB,11.0,4.0,-66.08,50.6,amerw,06/10/2022,44.0,2022.0
4789,B22A,38.0,24.0,-73.8,-109.51,amune (grounded),06/10/2022,912.0,2022.0
4790,B28,9.0,6.0,-74.29,-109.55,amune,06/10/2022,54.0,2022.0
4791,B29,11.0,5.0,-74.1,-109.89,amune,06/10/2022,55.0,2022.0
4792,B38,6.0,4.0,-76.99,-155.1,rosse,06/10/2022,24.0,2022.0
4793,B39,8.0,4.0,-77.78,-36.13,belle,06/10/2022,32.0,2022.0
4794,B42,12.0,4.0,-67.44,-150.4,rosse,06/10/2022,48.0,2022.0
4795,B45,7.0,6.0,-74.47,-109.7,amune,06/10/2022,42.0,2022.0
4796,B46,10.0,4.0,-73.73,-137.76,amune,06/10/2022,40.0,2022.0
4797,B47,12.0,5.0,-73.86,-134.15,amunw,06/10/2022,60.0,2022.0
4798,B50,14.0,5.0,-64.69,-164.65,rosse,06/10/2022,70.0,2022.0
4799,C15,12.0,8.0,-65.96,143.25,wilke,06/10/2022,96.0,2022.0
4800,C18B,19.0,4.0,-66.57,89.37,amere,06/10/2022,76.0,2022.0
4801,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),06/10/2022,88.0,2022.0
4802,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),06/10/2022,22.0,2022.0
4803,C29,5.0,5.0,-66.06,142.77,wilke,06/10/2022,25.0,2022.0
4804,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),06/10/2022,27.0,2022.0
4805,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),06/10/2022,27.0,2022.0
4806,C33,8.0,4.0,-65.34,126.58,wilke (grounded),06/10/2022,32.0,2022.0
4807,C35,7.0,5.0,-67.33,147.85,wilke,06/10/2022,35.0,2022.0
4808,C36,22.0,15.0,-67.94,147.49,wilke (grounded),06/10/2022,330.0,2022.0
4809,C37,8.0,3.0,-65.23,101.07,wilkw,06/10/2022,24.0,2022.0
4810,C38A,10.0,8.0,-65.22,101.43,wilkw,06/10/2022,80.0,2022.0
4811,C38B,8.0,7.0,-64.96,101.78,wilkw,06/10/2022,56.0,2022.0
4812,C39,15.0,8.0,-65.67,99.55,wilkw,06/10/2022,120.0,2022.0
4813,D15A,51.0,24.0,-66.63,81.9,amere (grounded),06/10/2022,1224.0,2022.0
4814,D15B,33.0,12.0,-66.97,81.59,amere (grounded),06/10/2022,396.0,2022.0
4815,D20A,14.0,5.0,-70.06,-9.71,weddw,06/10/2022,70.0,2022.0
4816,D23,8.0,6.0,-69.43,74.69,amere (grounded),06/10/2022,48.0,2022.0
4817,D26,16.0,2.0,-69.23,29.55,wedde (grounded),06/10/2022,32.0,2022.0
4818,D27,7.0,4.0,-66.78,11.53,wedde,06/10/2022,28.0,2022.0
4819,D28,29.0,19.0,-74.27,-38.39,belle,06/10/2022,551.0,2022.0
4820,D29A,15.0,9.0,-71.0,-37.69,belle,06/10/2022,135.0,2022.0
4821,D29B,13.0,7.0,-74.54,-37.32,belle,06/10/2022,91.0,2022.0
4822,D29C,13.0,6.0,-71.89,-37.55,belle,06/10/2022,78.0,2022.0
4823,D30A,37.0,11.0,-73.32,-42.64,belle,06/10/2022,407.0,2022.0
4824,D30B,10.0,5.0,-73.72,-39.54,belle,06/10/2022,50.0,2022.0
4825,D31,10.0,2.0,-74.06,-33.42,belle,06/10/2022,20.0,2022.0
4826,A23A,40.0,34.0,-74.95,-39.13,belle,6/17/2022,1360.0,2022.0
4827,A64,9.0,8.0,-65.69,-59.6,belle,6/17/2022,72.0,2022.0
4828,A69A,10.0,9.0,-65.24,-57.76,belle,6/17/2022,90.0,2022.0
4829,A69B,10.0,5.0,-63.37,-54.0,belle,6/17/2022,50.0,2022.0
4830,A69C,10.0,3.0,-65.13,-57.36,belle,6/17/2022,30.0,2022.0
4831,A70,8.0,5.0,-65.69,-61.24,belle,6/17/2022,40.0,2022.0
4832,A74A,30.0,18.0,-76.91,-45.89,belle,6/17/2022,540.0,2022.0
4833,A74B,8.0,4.0,-76.75,-44.91,belle,6/17/2022,32.0,2022.0
4834,A76A,73.0,14.0,-64.29,-53.35,belle,6/17/2022,1022.0,2022.0
4835,A76B,20.0,7.0,-69.39,-59.92,belle,6/17/2022,140.0,2022.0
4836,A76C,16.0,7.0,-68.41,-59.24,belle,6/17/2022,112.0,2022.0
4837,A77,27.0,4.0,-77.1,-33.9,belle,6/17/2022,108.0,2022.0
4838,A78,18.0,4.0,-73.12,-39.49,belle,6/17/2022,72.0,2022.0
4839,B09B,24.0,8.0,-66.2,143.42,wilke,6/17/2022,192.0,2022.0
4840,B09G,11.0,7.0,-68.15,41.87,amerw,6/17/2022,77.0,2022.0
4841,B09I,8.0,3.0,-56.79,-22.43,weddw,6/17/2022,24.0,2022.0
4842,B15AB,11.0,4.0,-66.08,50.6,amerw,6/17/2022,44.0,2022.0
4843,B22A,38.0,24.0,-73.8,-109.51,amune (grounded),6/17/2022,912.0,2022.0
4844,B28,9.0,6.0,-74.29,-109.55,amune,6/17/2022,54.0,2022.0
4845,B29,11.0,5.0,-74.1,-109.89,amune,6/17/2022,55.0,2022.0
4846,B38,6.0,4.0,-76.99,-155.1,rosse,6/17/2022,24.0,2022.0
4847,B39,8.0,4.0,-77.8,-36.42,belle,6/17/2022,32.0,2022.0
4848,B42,12.0,4.0,-67.0,-150.94,rosse,6/17/2022,48.0,2022.0
4849,B45,7.0,6.0,-74.47,-109.7,amune,6/17/2022,42.0,2022.0
4850,B46,10.0,4.0,-73.63,-139.64,amune,6/17/2022,40.0,2022.0
4851,B47,12.0,5.0,-73.84,-134.25,amunw,6/17/2022,60.0,2022.0
4852,B50,14.0,5.0,-64.33,-165.25,rosse,6/17/2022,70.0,2022.0
4853,C15,12.0,8.0,-65.96,143.25,wilke,6/17/2022,96.0,2022.0
4854,C18B,19.0,4.0,-66.57,89.37,amere,6/17/2022,76.0,2022.0
4855,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),6/17/2022,88.0,2022.0
4856,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),6/17/2022,22.0,2022.0
4857,C29,5.0,5.0,-66.06,142.77,wilke,6/17/2022,25.0,2022.0
4858,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),6/17/2022,27.0,2022.0
4859,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),6/17/2022,27.0,2022.0
4860,C33,8.0,4.0,-65.32,126.52,wilke (grounded),6/17/2022,32.0,2022.0
4861,C35,7.0,5.0,-67.32,147.85,wilke,6/17/2022,35.0,2022.0
4862,C36,22.0,15.0,-67.94,147.49,wilke (grounded),6/17/2022,330.0,2022.0
4863,C37,8.0,3.0,-65.28,100.82,wilkw,6/17/2022,24.0,2022.0
4864,C38A,10.0,8.0,-65.23,101.36,wilkw,6/17/2022,80.0,2022.0
4865,C38B,8.0,7.0,-64.97,101.76,wilkw,6/17/2022,56.0,2022.0
4866,C39,15.0,8.0,-65.68,99.53,wilkw,6/17/2022,120.0,2022.0
4867,D15A,51.0,24.0,-66.63,81.91,amere (grounded),6/17/2022,1224.0,2022.0
4868,D15B,33.0,12.0,-66.97,81.59,amere (grounded),6/17/2022,396.0,2022.0
4869,D20A,14.0,5.0,-70.84,-11.03,weddw,6/17/2022,70.0,2022.0
4870,D23,8.0,6.0,-69.43,74.69,amere (grounded),6/17/2022,48.0,2022.0
4871,D26,16.0,2.0,-69.23,29.55,wedde (grounded),6/17/2022,32.0,2022.0
4872,D27,7.0,4.0,-66.76,10.36,wedde,6/17/2022,28.0,2022.0
4873,D28,29.0,19.0,-74.4,-39.89,belle,6/17/2022,551.0,2022.0
4874,D29A,15.0,9.0,-71.75,-39.5,belle,6/17/2022,135.0,2022.0
4875,D29B,13.0,7.0,-74.57,-39.05,belle,6/17/2022,91.0,2022.0
4876,D29C,13.0,6.0,-72.52,-39.87,belle,6/17/2022,78.0,2022.0
4877,D30A,37.0,11.0,-73.93,-43.33,belle,6/17/2022,407.0,2022.0
4878,D30B,10.0,5.0,-74.33,-41.25,belle,6/17/2022,50.0,2022.0
4879,D31,10.0,2.0,-74.58,-33.91,belle,6/17/2022,20.0,2022.0
4880,A23A,40.0,34.0,-74.8,-39.06,belle,6/24/2022,1360.0,2022.0
4881,A64,9.0,8.0,-65.54,-59.47,belle,6/24/2022,72.0,2022.0
4882,A69A,10.0,9.0,-64.83,-57.7,belle,6/24/2022,90.0,2022.0
4883,A69B,10.0,5.0,-62.95,-54.52,belle,6/24/2022,50.0,2022.0
4884,A69C,10.0,3.0,-64.66,-56.69,belle,6/24/2022,30.0,2022.0
4885,A70,8.0,5.0,-65.66,-61.24,belle,6/24/2022,40.0,2022.0
4886,A74A,30.0,18.0,-76.91,-45.89,belle,6/24/2022,540.0,2022.0
4887,A74B,8.0,4.0,-76.75,-44.91,belle,6/24/2022,32.0,2022.0
4888,A76A,73.0,14.0,-64.0,-52.95,belle,6/24/2022,1022.0,2022.0
4889,A76B,20.0,7.0,-69.07,-59.98,belle,6/24/2022,140.0,2022.0
4890,A76C,16.0,7.0,-67.97,-59.59,belle,6/24/2022,112.0,2022.0
4891,A77,27.0,4.0,-77.13,-34.66,belle,6/24/2022,108.0,2022.0
4892,A78,18.0,4.0,-72.65,-40.31,belle,6/24/2022,72.0,2022.0
4893,B09B,24.0,8.0,-66.2,143.42,wilke,6/24/2022,192.0,2022.0
4894,B09G,11.0,7.0,-68.15,41.87,amerw,6/24/2022,77.0,2022.0
4895,B09I,7.0,3.0,-56.19,-22.68,weddw,6/24/2022,21.0,2022.0
4896,B15AB,11.0,4.0,-66.08,50.6,amerw,6/24/2022,44.0,2022.0
4897,B22A,38.0,24.0,-73.8,-109.51,amune (grounded),6/24/2022,912.0,2022.0
4898,B28,9.0,6.0,-74.29,-109.55,amune,6/24/2022,54.0,2022.0
4899,B29,11.0,5.0,-74.1,-109.89,amune,6/24/2022,55.0,2022.0
4900,B38,6.0,4.0,-76.99,-155.1,rosse,6/24/2022,24.0,2022.0
4901,B39,8.0,4.0,-77.73,-36.41,belle,6/24/2022,32.0,2022.0
4902,B42,8.0,3.0,-66.61,-150.95,rosse,6/24/2022,24.0,2022.0
4903,B45,7.0,6.0,-74.47,-109.7,amune,6/24/2022,42.0,2022.0
4904,B46,10.0,4.0,-73.63,-139.64,amune,6/24/2022,40.0,2022.0
4905,B47,12.0,5.0,-73.84,-134.25,amunw,6/24/2022,60.0,2022.0
4906,B50,14.0,5.0,-63.68,-165.13,rosse,6/24/2022,70.0,2022.0
4907,C15,12.0,8.0,-65.96,143.25,wilke,6/24/2022,96.0,2022.0
4908,C18B,19.0,4.0,-66.57,89.37,amere,6/24/2022,76.0,2022.0
4909,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),6/24/2022,88.0,2022.0
4910,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),6/24/2022,22.0,2022.0
4911,C29,5.0,5.0,-66.06,142.77,wilke,6/24/2022,25.0,2022.0
4912,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),6/24/2022,27.0,2022.0
4913,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),6/24/2022,27.0,2022.0
4914,C33,8.0,4.0,-65.32,126.52,wilke (grounded),6/24/2022,32.0,2022.0
4915,C35,7.0,5.0,-67.31,147.79,wilke,6/24/2022,35.0,2022.0
4916,C36,22.0,15.0,-67.94,147.49,wilke (grounded),6/24/2022,330.0,2022.0
4917,C37,8.0,3.0,-65.28,100.88,wilkw,6/24/2022,24.0,2022.0
4918,C38A,10.0,8.0,-65.23,101.37,wilkw,6/24/2022,80.0,2022.0
4919,C38B,5.0,7.0,-64.95,101.83,wilkw,6/24/2022,35.0,2022.0
4920,C39,15.0,8.0,-65.68,99.53,wilkw,6/24/2022,120.0,2022.0
4921,D15A,51.0,24.0,-66.63,81.91,amere (grounded),6/24/2022,1224.0,2022.0
4922,D15B,33.0,12.0,-66.97,81.59,amere (grounded),6/24/2022,396.0,2022.0
4923,D20A,14.0,5.0,-71.77,-15.47,weddw,6/24/2022,70.0,2022.0
4924,D23,8.0,6.0,-69.43,74.69,amere (grounded),6/24/2022,48.0,2022.0
4925,D26,16.0,2.0,-69.23,29.55,wedde (grounded),6/24/2022,32.0,2022.0
4926,D27,7.0,4.0,-67.5,9.46,wedde,6/24/2022,28.0,2022.0
4927,D28,29.0,19.0,-74.12,-41.05,belle,6/24/2022,551.0,2022.0
4928,D29A,15.0,9.0,-71.18,-40.34,belle,6/24/2022,135.0,2022.0
4929,D29B,13.0,7.0,-74.23,-40.16,belle,6/24/2022,91.0,2022.0
4930,D29C,13.0,6.0,-72.04,-40.74,belle,6/24/2022,78.0,2022.0
4931,D30A,37.0,11.0,-73.45,-43.86,belle,6/24/2022,407.0,2022.0
4932,D30B,10.0,5.0,-73.88,-41.98,belle,6/24/2022,50.0,2022.0
4933,D31,10.0,2.0,-74.33,-34.37,belle,6/24/2022,20.0,2022.0
4934,A23A,40.0,34.0,-74.74,-39.01,belle,07/01/2022,1360.0,2022.0
4935,A64,9.0,8.0,-65.54,-59.5,belle,07/01/2022,72.0,2022.0
4936,A69A,10.0,9.0,-64.82,-57.71,belle,07/01/2022,90.0,2022.0
4937,A69B,10.0,5.0,-63.02,-54.2,belle,07/01/2022,50.0,2022.0
4938,A69C,10.0,3.0,-64.64,-56.62,belle,07/01/2022,30.0,2022.0
4939,A70,8.0,5.0,-65.67,-61.27,belle,07/01/2022,40.0,2022.0
4940,A74A,30.0,18.0,-76.9,-45.89,belle,07/01/2022,540.0,2022.0
4941,A74B,8.0,4.0,-76.75,-44.91,belle,07/01/2022,32.0,2022.0
4942,A76A,73.0,14.0,-63.86,-52.37,belle,07/01/2022,1022.0,2022.0
4943,A76B,20.0,7.0,-69.05,-59.96,belle,07/01/2022,140.0,2022.0
4944,A76C,16.0,7.0,-67.97,-59.59,belle,07/01/2022,112.0,2022.0
4945,A77,27.0,4.0,-77.07,-34.39,belle,07/01/2022,108.0,2022.0
4946,A78,18.0,4.0,-72.43,-40.73,belle,07/01/2022,72.0,2022.0
4947,B09B,24.0,8.0,-66.2,143.42,wilke,07/01/2022,192.0,2022.0
4948,B09G,11.0,7.0,-68.15,41.87,amerw,07/01/2022,77.0,2022.0
4949,B15AB,11.0,4.0,-66.08,50.6,amerw,07/01/2022,44.0,2022.0
4950,B22A,38.0,24.0,-73.8,-109.51,amune (grounded),07/01/2022,912.0,2022.0
4951,B28,9.0,6.0,-74.29,-109.55,amune,07/01/2022,54.0,2022.0
4952,B29,11.0,5.0,-74.1,-109.89,amune,07/01/2022,55.0,2022.0
4953,B38,6.0,4.0,-76.99,-155.1,rosse,07/01/2022,24.0,2022.0
4954,B39,8.0,4.0,-77.76,-36.3,belle,07/01/2022,32.0,2022.0
4955,B42,8.0,3.0,-66.39,-149.51,rosse,07/01/2022,24.0,2022.0
4956,B45,7.0,6.0,-74.47,-109.7,amune,07/01/2022,42.0,2022.0
4957,B46,10.0,4.0,-73.63,-139.64,amune,07/01/2022,40.0,2022.0
4958,B47,12.0,5.0,-73.84,-134.25,amunw,07/01/2022,60.0,2022.0
4959,B50,14.0,5.0,-63.49,-163.83,rosse,07/01/2022,70.0,2022.0
4960,C15,12.0,8.0,-65.96,143.25,wilke,07/01/2022,96.0,2022.0
4961,C18B,19.0,4.0,-66.57,89.37,amere,07/01/2022,76.0,2022.0
4962,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),07/01/2022,88.0,2022.0
4963,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),07/01/2022,22.0,2022.0
4964,C29,5.0,5.0,-66.06,142.77,wilke,07/01/2022,25.0,2022.0
4965,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),07/01/2022,27.0,2022.0
4966,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),07/01/2022,27.0,2022.0
4967,C33,8.0,4.0,-65.34,126.58,wilke (grounded),07/01/2022,32.0,2022.0
4968,C35,7.0,5.0,-67.31,147.79,wilke,07/01/2022,35.0,2022.0
4969,C36,22.0,15.0,-67.94,147.49,wilke (grounded),07/01/2022,330.0,2022.0
4970,C37,8.0,3.0,-65.28,100.85,wilkw,07/01/2022,24.0,2022.0
4971,C38A,10.0,8.0,-65.23,101.37,wilkw,07/01/2022,80.0,2022.0
4972,C38B,5.0,7.0,-64.95,101.83,wilkw,07/01/2022,35.0,2022.0
4973,C39,15.0,8.0,-65.68,99.53,wilkw,07/01/2022,120.0,2022.0
4974,D15A,51.0,24.0,-66.63,81.9,amere (grounded),07/01/2022,1224.0,2022.0
4975,D15B,33.0,12.0,-66.97,81.59,amere (grounded),07/01/2022,396.0,2022.0
4976,D20A,14.0,5.0,-72.38,-17.35,weddw,07/01/2022,70.0,2022.0
4977,D23,8.0,6.0,-69.43,74.69,amere (grounded),07/01/2022,48.0,2022.0
4978,D26,16.0,2.0,-69.23,29.55,wedde (grounded),07/01/2022,32.0,2022.0
4979,D27,7.0,4.0,-67.53,8.97,wedde,07/01/2022,28.0,2022.0
4980,D28,29.0,19.0,-73.97,-41.56,belle,07/01/2022,551.0,2022.0
4981,D29A,15.0,9.0,-70.98,-40.67,belle,07/01/2022,135.0,2022.0
4982,D29B,13.0,7.0,-74.16,-41.01,belle,07/01/2022,91.0,2022.0
4983,D29C,13.0,6.0,-71.81,-41.03,belle,07/01/2022,78.0,2022.0
4984,D30A,37.0,11.0,-73.31,-44.04,belle,07/01/2022,407.0,2022.0
4985,D30B,10.0,5.0,-73.81,-42.15,belle,07/01/2022,50.0,2022.0
4986,D31,10.0,2.0,-74.42,-35.34,belle,07/01/2022,20.0,2022.0
4987,A23A,40.0,34.0,-74.47,-38.62,belle,07/08/2022,1360.0,2022.0
4988,A64,9.0,8.0,-65.52,-59.48,belle,07/08/2022,72.0,2022.0
4989,A69A,10.0,9.0,-64.78,-57.46,belle,07/08/2022,90.0,2022.0
4990,A69B,10.0,5.0,-62.46,-55.12,belle,07/08/2022,50.0,2022.0
4991,A69C,10.0,3.0,-64.44,-55.69,belle,07/08/2022,30.0,2022.0
4992,A70,8.0,5.0,-65.67,-61.27,belle,07/08/2022,40.0,2022.0
4993,A74A,30.0,18.0,-76.89,-45.97,belle,07/08/2022,540.0,2022.0
4994,A74B,8.0,4.0,-76.74,-44.99,belle,07/08/2022,32.0,2022.0
4995,A76A,73.0,14.0,-63.68,-52.19,belle,07/08/2022,1022.0,2022.0
4996,A76B,20.0,7.0,-68.93,-59.79,belle,07/08/2022,140.0,2022.0
4997,A76C,16.0,7.0,-67.76,-59.56,belle,07/08/2022,112.0,2022.0
4998,A77,27.0,4.0,-76.87,-35.46,belle,07/08/2022,108.0,2022.0
4999,A78,18.0,4.0,-72.09,-41.66,belle,07/08/2022,72.0,2022.0
5000,B09B,24.0,8.0,-66.2,143.42,wilke,07/08/2022,192.0,2022.0
5001,B09G,11.0,7.0,-68.15,41.87,amerw,07/08/2022,77.0,2022.0
5002,B15AB,11.0,4.0,-66.08,50.6,amerw,07/08/2022,44.0,2022.0
5003,B22A,38.0,24.0,-73.8,-109.49,amune (grounded),07/08/2022,912.0,2022.0
5004,B28,9.0,6.0,-74.26,-109.58,amune,07/08/2022,54.0,2022.0
5005,B29,11.0,5.0,-74.06,-110.05,amune,07/08/2022,55.0,2022.0
5006,B38,6.0,4.0,-76.99,-155.1,rosse,07/08/2022,24.0,2022.0
5007,B39,8.0,4.0,-77.07,-35.84,belle,07/08/2022,32.0,2022.0
5008,B42,8.0,3.0,-66.39,-147.9,rosse,07/08/2022,24.0,2022.0
5009,B45,7.0,6.0,-74.44,-109.73,amune,07/08/2022,42.0,2022.0
5010,B46,10.0,4.0,-74.31,-145.18,amune,07/08/2022,40.0,2022.0
5011,B47,12.0,5.0,-73.84,-134.25,amunw,07/08/2022,60.0,2022.0
5012,B50,14.0,5.0,-62.74,-161.0,rosse,07/08/2022,70.0,2022.0
5013,C15,12.0,8.0,-65.96,143.25,wilke,07/08/2022,96.0,2022.0
5014,C18B,19.0,4.0,-66.57,89.37,amere,07/08/2022,76.0,2022.0
5015,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),07/08/2022,88.0,2022.0
5016,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),07/08/2022,22.0,2022.0
5017,C29,5.0,5.0,-66.06,142.77,wilke,07/08/2022,25.0,2022.0
5018,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),07/08/2022,27.0,2022.0
5019,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),07/08/2022,27.0,2022.0
5020,C33,8.0,4.0,-65.32,126.52,wilke (grounded),07/08/2022,32.0,2022.0
5021,C35,7.0,5.0,-67.31,147.77,wilke,07/08/2022,35.0,2022.0
5022,C36,22.0,15.0,-67.94,147.49,wilke (grounded),07/08/2022,330.0,2022.0
5023,C37,8.0,3.0,-65.28,100.85,wilkw,07/08/2022,24.0,2022.0
5024,C38A,10.0,8.0,-65.22,101.36,wilkw,07/08/2022,80.0,2022.0
5025,C38B,5.0,7.0,-64.94,101.83,wilkw,07/08/2022,35.0,2022.0
5026,C39,15.0,8.0,-65.68,99.54,wilkw,07/08/2022,120.0,2022.0
5027,D15A,51.0,24.0,-66.63,81.91,amere (grounded),07/08/2022,1224.0,2022.0
5028,D15B,33.0,12.0,-66.97,81.57,amere (grounded),07/08/2022,396.0,2022.0
5029,D20A,14.0,5.0,-73.14,-21.48,weddw,07/08/2022,70.0,2022.0
5030,D23,8.0,6.0,-69.43,74.69,amere (grounded),07/08/2022,48.0,2022.0
5031,D26,16.0,2.0,-69.23,29.55,wedde (grounded),07/08/2022,32.0,2022.0
5032,D27,7.0,4.0,-67.55,9.32,wedde,07/08/2022,28.0,2022.0
5033,D28,29.0,19.0,-73.71,-42.33,belle,07/08/2022,551.0,2022.0
5034,D29A,15.0,9.0,-70.63,-41.73,belle,07/08/2022,135.0,2022.0
5035,D29B,13.0,7.0,-73.95,-41.9,belle,07/08/2022,91.0,2022.0
5036,D29C,13.0,6.0,-71.48,-42.1,belle,07/08/2022,78.0,2022.0
5037,D30A,37.0,11.0,-73.12,-44.96,belle,07/08/2022,407.0,2022.0
5038,D30B,10.0,5.0,-73.48,-42.92,belle,07/08/2022,50.0,2022.0
5039,D31,10.0,2.0,-73.95,-35.81,belle,07/08/2022,20.0,2022.0
5040,A23A,40.0,34.0,-74.43,-38.44,belle,7/15/2022,1360.0,2022.0
5041,A64,9.0,8.0,-65.56,-59.49,belle,7/15/2022,72.0,2022.0
5042,A69A,10.0,9.0,-64.78,-57.39,belle,7/15/2022,90.0,2022.0
5043,A69B,10.0,5.0,-62.6,-56.09,belle,7/15/2022,50.0,2022.0
5044,A69C,10.0,3.0,-64.24,-55.38,belle,7/15/2022,30.0,2022.0
5045,A70,8.0,5.0,-65.67,-61.27,belle,7/15/2022,40.0,2022.0
5046,A74A,30.0,18.0,-76.87,-45.69,belle,7/15/2022,540.0,2022.0
5047,A74B,8.0,4.0,-76.74,-44.74,belle,7/15/2022,32.0,2022.0
5048,A76A,73.0,14.0,-63.48,-51.99,belle,7/15/2022,1022.0,2022.0
5049,A76B,20.0,7.0,-68.87,-59.49,belle,7/15/2022,140.0,2022.0
5050,A76C,16.0,7.0,-67.66,-59.32,belle,7/15/2022,112.0,2022.0
5051,A77,27.0,4.0,-76.72,-35.56,belle,7/15/2022,108.0,2022.0
5052,A78,18.0,4.0,-71.45,-41.46,belle,7/15/2022,72.0,2022.0
5053,B09B,24.0,8.0,-66.2,143.42,wilke,7/15/2022,192.0,2022.0
5054,B09G,11.0,7.0,-68.15,41.87,amerw,7/15/2022,77.0,2022.0
5055,B15AB,11.0,4.0,-66.08,50.6,amerw,7/15/2022,44.0,2022.0
5056,B22A,38.0,24.0,-73.79,-109.48,amune (grounded),7/15/2022,912.0,2022.0
5057,B28,9.0,6.0,-74.25,-109.58,amune,7/15/2022,54.0,2022.0
5058,B29,11.0,5.0,-74.06,-110.1,amune,7/15/2022,55.0,2022.0
5059,B38,6.0,4.0,-76.99,-155.1,rosse,7/15/2022,24.0,2022.0
5060,B39,8.0,4.0,-76.92,-35.28,belle,7/15/2022,32.0,2022.0
5061,B42,8.0,3.0,-66.04,-147.58,amunw,7/15/2022,24.0,2022.0
5062,B45,7.0,6.0,-74.44,-109.73,amune,7/15/2022,42.0,2022.0
5063,B46,10.0,4.0,-74.75,-147.85,amune,7/15/2022,40.0,2022.0
5064,B47,12.0,5.0,-73.85,-134.19,amunw,7/15/2022,60.0,2022.0
5065,B50,12.0,3.0,-62.47,-159.25,rosse,7/15/2022,36.0,2022.0
5066,C15,12.0,8.0,-65.96,143.25,wilke,7/15/2022,96.0,2022.0
5067,C18B,19.0,4.0,-66.57,89.37,amere,7/15/2022,76.0,2022.0
5068,C21B,11.0,8.0,-64.98,95.86,wilkw (grounded),7/15/2022,88.0,2022.0
5069,C24,11.0,2.0,-64.84,96.03,wilkw (grounded),7/15/2022,22.0,2022.0
5070,C29,5.0,5.0,-66.06,142.77,wilke,7/15/2022,25.0,2022.0
5071,C30,9.0,3.0,-64.78,96.29,wilkw (grounded),7/15/2022,27.0,2022.0
5072,C31,9.0,3.0,-64.68,96.51,wilkw (grounded),7/15/2022,27.0,2022.0
5073,C33,8.0,4.0,-65.32,126.52,wilke (grounded),7/15/2022,32.0,2022.0
5074,C35,7.0,5.0,-67.3,147.8,wilke,7/15/2022,35.0,2022.0
5075,C36,22.0,15.0,-67.94,147.49,wilke (grounded),7/15/2022,330.0,2022.0
5076,C37,8.0,3.0,-65.28,100.85,wilkw,7/15/2022,24.0,2022.0
5077,C38A,10.0,8.0,-65.22,101.36,wilkw,7/15/2022,80.0,2022.0
5078,C38B,5.0,7.0,-64.94,101.83,wilkw,7/15/2022,35.0,2022.0
5079,C39,15.0,8.0,-65.68,99.54,wilkw,7/15/2022,120.0,2022.0
5080,D15A,51.0,24.0,-66.63,81.91,amere (grounded),7/15/2022,1224.0,2022.0
5081,D15B,33.0,12.0,-66.97,81.57,amere (grounded),7/15/2022,396.0,2022.0
5082,D20A,14.0,5.0,-73.27,-22.96,weddw,7/15/2022,70.0,2022.0
5083,D23,8.0,6.0,-69.43,74.69,amere (grounded),7/15/2022,48.0,2022.0
5084,D26,16.0,2.0,-69.23,29.55,wedde (grounded),7/15/2022,32.0,2022.0
5085,D27,7.0,4.0,-67.55,9.38,wedde,7/15/2022,28.0,2022.0
5086,D28,29.0,19.0,-73.37,-42.69,belle,7/15/2022,551.0,2022.0
5087,D29A,15.0,9.0,-70.13,-41.52,belle,7/15/2022,135.0,2022.0
5088,D29B,13.0,7.0,-73.69,-42.26,belle,7/15/2022,91.0,2022.0
5089,D29C,13.0,6.0,-70.93,-42.1,belle,7/15/2022,78.0,2022.0
5090,D30A,37.0,11.0,-72.78,-45.53,belle,7/15/2022,407.0,2022.0
5091,D30B,10.0,5.0,-72.99,-43.09,belle,7/15/2022,50.0,2022.0
5092,D31,10.0,2.0,-73.63,-35.37,belle,7/15/2022,20.0,2022.0
5093,A23A,40.0,34.0,-74.5,-38.61,belle,7/22/2022,1360.0,2022.0
5094,A64,9.0,8.0,-65.45,-58.98,belle,7/22/2022,72.0,2022.0
