Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area
B43,10,5,-73.08,-172.13,rossc,10/25/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),10/25/2019,48
B46,10,4,-74.39,-105.48,amune,10/25/2019,40
B47,19,5,-74.24,-131.32,amunw,10/25/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),10/25/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),10/25/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),10/25/2019,96
C24,11,3,-64.84,96.03,wilkw (grounded),10/25/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),10/25/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),10/25/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),10/25/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),10/25/2019,32
C34,11,5,-64.77,126.27,wilke,10/25/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),10/25/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),10/25/2019,368
D15A,51,24,-66.64,81.91,amere (grounded),10/25/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),10/25/2019,396
D20A,20,9,-68.8,36.28,amerw,10/25/2019,180
D21B,11,4,-75.81,-38.96,belle,10/25/2019,44
D22,11,2,-66.52,76.52,amere,10/25/2019,22
D23,8,6,-69.43,74.67,amere (grounded),10/25/2019,48
D26,19,2,-69.4,29.33,wedde (grounded),10/25/2019,38
D27,8,5,-67.27,81.87,amere (grounded),10/25/2019,40
D28,29,19,-68.27,70.9,amere,10/25/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),11/01/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),11/01/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),11/01/2019,176
A68A,82,26,-64.87,-57.07,belle,11/01/2019,2132
A68B,7,3,-64.65,-58.73,belle,11/01/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),11/01/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),11/01/2019,84
B09I,12,6,-65.86,50.9,amerw,11/01/2019,72
B15AA,11,6,-57.96,-36.45,belle,11/01/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),11/01/2019,44
B16,16,6,-55.59,-30.68,belle,11/01/2019,96
B22A,44,24,-74.01,-109.21,amune (grounded),11/01/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),11/01/2019,70
B29,11,5,-74.53,-108.91,amune (grounded),11/01/2019,55
B37,8,3,-72.79,-109.66,amune,11/01/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),11/01/2019,24
B39,8,4,-66.33,79.72,amere,11/01/2019,32
B40,8,5,-65.64,132.18,wilke (grounded),11/01/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),11/01/2019,52
B43,10,5,-72.82,-172.83,rossc,11/01/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),11/01/2019,48
B46,10,4,-74.39,-105.48,amune,11/01/2019,40
B47,19,5,-74.2,-131.17,amunw,11/01/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),11/01/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),11/01/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),11/01/2019,96
C24,11,3,-64.84,96.02,wilkw (grounded),11/01/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),11/01/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),11/01/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),11/01/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),11/01/2019,32
C34,11,5,-64.96,124.92,wilke,11/01/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),11/01/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),11/01/2019,368
D15A,51,24,-66.65,81.92,amere (grounded),11/01/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),11/01/2019,396
D20A,20,9,-68.81,36.23,amerw,11/01/2019,180
D21B,11,4,-75.82,-38.99,belle,11/01/2019,44
D22,11,2,-66.77,75.42,amere,11/01/2019,22
D23,8,6,-69.43,74.67,amere (grounded),11/01/2019,48
D26,19,2,-69.36,29.4,wedde (grounded),11/01/2019,38
D27,8,5,-67.27,81.87,amere (grounded),11/01/2019,40
D28,29,19,-68.27,70.9,amere,11/01/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),11/08/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),11/08/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),11/08/2019,176
A68A,82,26,-64.82,-56.74,belle,11/08/2019,2132
A68B,7,3,-64.65,-58.66,belle,11/08/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),11/08/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),11/08/2019,84
B09I,12,6,-65.97,50.02,amerw,11/08/2019,72
B15AA,11,6,-58,-35.37,belle,11/08/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),11/08/2019,44
B16,16,6,-55.41,-31.13,belle,11/08/2019,96
B22A,44,24,-74.01,-109.21,amune (grounded),11/08/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),11/08/2019,70
B29,11,5,-74.53,-108.92,amune (grounded),11/08/2019,55
B37,8,3,-72.77,-109.9,amune,11/08/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),11/08/2019,24
B39,8,4,-66.55,78.83,amere,11/08/2019,32
B40,8,5,-65.63,132.19,wilke (grounded),11/08/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),11/08/2019,52
B43,10,5,-72.58,-172.57,rossc,11/08/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),11/08/2019,48
B46,10,4,-74.4,-105.48,amune,11/08/2019,40
B47,19,5,-74.12,-131.2,amunw,11/08/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),11/08/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),11/08/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),11/08/2019,96
C24,11,3,-64.84,96.03,wilkw (grounded),11/08/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),11/08/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),11/08/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),11/08/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),11/08/2019,32
C34,11,5,-65.26,123.56,wilke,11/08/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),11/08/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),11/08/2019,368
D15A,51,24,-66.64,81.91,amere (grounded),11/08/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),11/08/2019,396
D20A,20,9,-68.81,36.23,amerw,11/08/2019,180
D21B,11,4,-75.9,-39.14,belle (grounded),11/08/2019,44
D22,11,2,-66.89,73.92,amere,11/08/2019,22
D23,8,6,-69.43,74.67,amere (grounded),11/08/2019,48
D26,19,2,-69.4,29.33,wedde (grounded),11/08/2019,38
D27,8,5,-67.27,81.87,amere (grounded),11/08/2019,40
D28,29,19,-68.27,70.9,amere (grounded),11/08/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),11/15/2019,1760
A63,11,3,-76.29,-46.75,belle (grounded),11/15/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),11/15/2019,176
A68A,82,26,-64.79,-56.61,belle,11/15/2019,2132
A68B,7,3,-64.64,-58.64,belle,11/15/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),11/15/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),11/15/2019,84
B09I,12,6,-66.24,49.67,amerw,11/15/2019,72
B15AA,11,6,-58.35,-34.27,belle,11/15/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),11/15/2019,44
B16,16,6,-54.86,-31.67,belle,11/15/2019,96
B22A,44,24,-74.01,-109.21,amune (grounded),11/15/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),11/15/2019,70
B29,11,5,-74.53,-108.92,amune (grounded),11/15/2019,55
B37,8,3,-72.78,-109.83,amune,11/15/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),11/15/2019,24
B39,8,4,-66.83,78.29,amere,11/15/2019,32
B40,8,5,-65.64,132.19,wilke (grounded),11/15/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),11/15/2019,52
B43,10,5,-72.52,-172.31,rossc,11/15/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),11/15/2019,48
B46,10,4,-74.4,-105.47,amune,11/15/2019,40
B47,19,5,-74.04,-131.03,amunw,11/15/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),11/15/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),11/15/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),11/15/2019,96
C24,11,3,-64.84,96.03,wilkw (grounded),11/15/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),11/15/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),11/15/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),11/15/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),11/15/2019,32
C34,11,5,-65.42,122.76,wilke,11/15/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),11/15/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),11/15/2019,368
D15A,51,24,-66.64,81.91,amere (grounded),11/15/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),11/15/2019,396
D20A,20,9,-68.81,36.23,amerw,11/15/2019,180
D21B,11,4,-75.91,-39.28,belle (grounded),11/15/2019,44
D22,11,2,-66.68,71.93,amere,11/15/2019,22
D23,8,6,-69.43,74.67,amere (grounded),11/15/2019,48
D26,19,2,-69.4,29.33,wedde (grounded),11/15/2019,38
D27,8,5,-67.27,81.87,amere (grounded),11/15/2019,40
D28,29,19,-68.25,70.88,amere (grounded),11/15/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),11/22/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),11/22/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),11/22/2019,176
A68A,82,26,-64.76,-56.34,belle,11/22/2019,2132
A68B,7,3,-64.66,-58.57,belle,11/22/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),11/22/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),11/22/2019,84
B09I,12,6,-66.36,49.03,amerw,11/22/2019,72
B15AA,11,6,-58.34,-33.89,belle,11/22/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),11/22/2019,44
B16,16,6,-54.12,-31.42,belle,11/22/2019,96
B22A,44,24,-74,-109.22,amune (grounded),11/22/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),11/22/2019,70
B29,11,5,-74.53,-108.91,amune (grounded),11/22/2019,55
B37,8,3,-72.75,-110.28,amune,11/22/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),11/22/2019,24
B39,8,4,-66.91,78.67,amere,11/22/2019,32
B40,8,5,-65.64,132.19,wilke (grounded),11/22/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),11/22/2019,52
B43,10,5,-72.36,-172.73,rossc,11/22/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),11/22/2019,48
B46,10,4,-74.38,-105.55,amune,11/22/2019,40
B47,19,5,-74.06,-131.4,amunw,11/22/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),11/22/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),11/22/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),11/22/2019,96
C24,11,3,-64.84,96.02,wilkw (grounded),11/22/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),11/22/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),11/22/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),11/22/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),11/22/2019,32
C34,11,5,-65.36,121.05,wilke,11/22/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),11/22/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),11/22/2019,368
D15A,51,24,-66.65,81.92,amere (grounded),11/22/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),11/22/2019,396
D20A,20,9,-68.83,36.22,amerw,11/22/2019,180
D21B,11,4,-76.13,-39.78,belle,11/22/2019,44
D22,11,2,-66.63,71.01,amere,11/22/2019,22
D23,8,6,-69.43,74.67,amere (grounded),11/22/2019,48
D26,19,2,-69.36,29.4,wedde (grounded),11/22/2019,38
D27,8,5,-67.27,81.87,amere (grounded),11/22/2019,40
D28,29,19,-68.2,70.94,amere (grounded),11/22/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),11/29/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),11/29/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),11/29/2019,176
A68A,82,26,-64.77,-56.19,belle,11/29/2019,2132
A68B,7,3,-64.63,-58.59,belle,11/29/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),11/29/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),11/29/2019,84
B09I,12,6,-66.42,47.69,amerw,11/29/2019,72
B15AA,11,6,-58.06,-33.86,belle,11/29/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),11/29/2019,44
B16,16,6,-54.21,-31.08,belle,11/29/2019,96
B22A,44,24,-74,-109.22,amune (grounded),11/29/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),11/29/2019,70
B29,11,5,-74.53,-108.92,amune (grounded),11/29/2019,55
B37,8,3,-72.79,-110.46,amune,11/29/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),11/29/2019,24
B39,8,4,-67.02,78.75,amere,11/29/2019,32
B40,8,5,-65.64,132.19,wilke (grounded),11/29/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),11/29/2019,52
B43,10,5,-72.13,-172.57,rossc,11/29/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),11/29/2019,48
B46,10,4,-74.39,-105.57,amune,11/29/2019,40
B47,19,5,-74.09,-131.3,amunw,11/29/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),11/29/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),11/29/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),11/29/2019,96
C24,11,3,-64.84,96.03,wilkw (grounded),11/29/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),11/29/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),11/29/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),11/29/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),11/29/2019,32
C34,11,5,-65.32,120.49,wilke,11/29/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),11/29/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),11/29/2019,368
D15A,51,24,-66.64,81.91,amere (grounded),11/29/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),11/29/2019,396
D20A,20,9,-68.83,36.28,amerw,11/29/2019,180
D21B,11,4,-76.11,-39.85,belle,11/29/2019,44
D22,11,2,-67.11,67.44,amere,11/29/2019,22
D23,8,6,-69.43,74.67,amere (grounded),11/29/2019,48
D26,19,2,-69.4,29.33,wedde (grounded),11/29/2019,38
D27,8,5,-67.27,81.87,amere (grounded),11/29/2019,40
D28,29,19,-68.19,70.95,amere (grounded),11/29/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),12/06/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),12/06/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),12/06/2019,176
A68A,82,26,-64.69,-55.82,belle,12/06/2019,2132
A68B,7,3,-64.65,-58.46,belle,12/06/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),12/06/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),12/06/2019,84
B09I,12,6,-66.79,46.45,amerw,12/06/2019,72
B15AA,11,6,-57.64,-33.42,belle,12/06/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),12/06/2019,44
B16,16,6,-54.21,-30.68,belle,12/06/2019,96
B22A,44,24,-74,-109.22,amune (grounded),12/06/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),12/06/2019,70
B29,11,5,-74.53,-108.91,amune (grounded),12/06/2019,55
B37,8,3,-72.78,-110.61,amune,12/06/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),12/06/2019,24
B39,8,4,-67.16,79.21,amere,12/06/2019,32
B40,8,5,-65.64,132.19,wilke (grounded),12/06/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),12/06/2019,52
B43,10,5,-71.96,-172.05,rossc,12/06/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),12/06/2019,48
B46,10,4,-74.45,-105.59,amune,12/06/2019,40
B47,19,5,-74,-131.41,amunw,12/06/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),12/06/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),12/06/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),12/06/2019,96
C24,11,3,-64.84,96.02,wilkw (grounded),12/06/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),12/06/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/06/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),12/06/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),12/06/2019,32
C34,11,5,-65.35,119.86,wilkw,12/06/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),12/06/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),12/06/2019,368
D15A,51,24,-66.65,81.92,amere (grounded),12/06/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),12/06/2019,396
D20A,20,9,-68.79,36.32,amerw,12/06/2019,180
D21B,11,4,-76.07,-39.87,belle,12/06/2019,44
D22*,6,2,-67.09,67.15,amere,12/06/2019,12
D23,8,6,-69.43,74.67,amere (grounded),12/06/2019,48
D26,19,2,-69.36,29.4,wedde (grounded),12/06/2019,38
D27,8,5,-67.27,81.87,amere (grounded),12/06/2019,40
D28,29,19,-68.19,70.97,amere (grounded),12/06/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),12/13/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),12/13/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),12/13/2019,176
A68A,82,26,-64.51,-55.66,belle,12/13/2019,2132
A68B,7,3,-64.64,-58.48,belle,12/13/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),12/13/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),12/13/2019,84
B09I,12,6,-67.09,44.78,amerw,12/13/2019,72
B15AA,11,6,-57.41,-32.91,belle,12/13/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),12/13/2019,44
B16,16,6,-54.35,-30.49,belle,12/13/2019,96
B22A,44,24,-74,-109.22,amune (grounded),12/13/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),12/13/2019,70
B29,11,5,-74.53,-108.92,amune (grounded),12/13/2019,55
B37,8,3,-72.77,-110.64,amune,12/13/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),12/13/2019,24
B39,8,4,-67.13,79.57,amere,12/13/2019,32
B40,8,5,-65.64,132.21,wilke (grounded),12/13/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),12/13/2019,52
B43,10,5,-71.89,-172.39,rossc,12/13/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),12/13/2019,48
B46,10,4,-74.45,-105.59,amune,12/13/2019,40
B47,19,5,-73.89,-131.63,amunw,12/13/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),12/13/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),12/13/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),12/13/2019,96
C24,11,3,-64.84,96.03,wilkw (grounded),12/13/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),12/13/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/13/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),12/13/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),12/13/2019,32
C34,11,5,-65.23,118.51,wilkw,12/13/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),12/13/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),12/13/2019,368
D15A,51,24,-66.64,81.91,amere (grounded),12/13/2019,1224
D15B,33,12,-66.99,81.56,amere (grounded),12/13/2019,396
D20A,20,9,-68.76,36.35,amerw,12/13/2019,180
D21B,11,4,-75.99,-39.75,belle,12/13/2019,44
D23,8,6,-69.43,74.67,amere (grounded),12/13/2019,48
D26,19,2,-69.4,29.33,wedde (grounded),12/13/2019,38
D27,8,5,-67.27,81.87,amere (grounded),12/13/2019,40
D28,29,19,-68.17,70.99,amere (grounded),12/13/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),12/20/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),12/20/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),12/20/2019,176
A68A,82,26,-64.31,-55.31,belle,12/20/2019,2132
A68B,7,3,-64.63,-58.49,belle,12/20/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),12/20/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),12/20/2019,84
B09I,12,6,-67.34,43.22,amerw,12/20/2019,72
B15AA,11,6,-57.51,-32.1,belle,12/20/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),12/20/2019,44
B16,16,6,-54.44,-30.11,belle,12/20/2019,96
B22A,44,24,-73.99,-109.26,amune (grounded),12/20/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),12/20/2019,70
B29,11,5,-74.53,-108.91,amune (grounded),12/20/2019,55
B37,8,3,-72.75,-110.74,amune,12/20/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),12/20/2019,24
B39,8,4,-66.89,79.86,amere,12/20/2019,32
B40,8,5,-65.59,132.23,wilke,12/20/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),12/20/2019,52
B43,10,5,-71.97,-172.2,rossc,12/20/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),12/20/2019,48
B46,10,4,-74.44,-105.58,amune,12/20/2019,40
B47,19,5,-73.8,-131.73,amunw,12/20/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),12/20/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),12/20/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),12/20/2019,96
C24,11,3,-64.84,96.02,wilkw (grounded),12/20/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),12/20/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/20/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),12/20/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),12/20/2019,32
C34,11,5,-65.14,117.73,wilkw,12/20/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),12/20/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),12/20/2019,368
D15A,51,24,-66.65,81.92,amere (grounded),12/20/2019,1224
D15B,33,12,-66.99,81.58,amere (grounded),12/20/2019,396
D20A,20,9,-68.75,36.31,amerw,12/20/2019,180
D21B,11,4,-75.94,-39.12,belle,12/20/2019,44
D23,8,6,-69.43,74.67,amere (grounded),12/20/2019,48
D26,19,2,-69.36,29.4,wedde (grounded),12/20/2019,38
D27,8,5,-67.27,81.87,amere (grounded),12/20/2019,40
D28,29,19,-68.14,71.03,amere (grounded),12/20/2019,551
A23A,44,40,-75.79,-41.06,belle (grounded),12/27/2019,1760
A63,11,3,-76.29,-46.74,belle (grounded),12/27/2019,33
A64,16,11,-69.73,-60.98,belle (grounded),12/27/2019,176
A68A,82,26,-64.08,-54.82,belle,12/27/2019,2132
A68B,7,3,-64.63,-58.49,belle,12/27/2019,21
B09B,27,9,-66.26,143.34,wilke (grounded),12/27/2019,243
B09G,12,7,-67.96,41.71,amerw (grounded),12/27/2019,84
B09I,12,6,-67.67,41.55,amerw,12/27/2019,72
B15AA,11,6,-57.46,-32.13,belle,12/27/2019,66
B15AB,11,4,-66.01,51.12,amerw (grounded),12/27/2019,44
B16,16,6,-54.63,-28.49,weddw,12/27/2019,96
B22A,44,24,-73.99,-109.26,amune (grounded),12/27/2019,1056
B28,10,7,-74.7,-108.79,amune (grounded),12/27/2019,70
B29,11,5,-74.53,-108.91,amune (grounded),12/27/2019,55
B37,8,3,-72.73,-110.99,amune,12/27/2019,24
B38,6,4,-76.99,-155.08,rosse (grounded),12/27/2019,24
B39,8,4,-66.78,80.03,amere,12/27/2019,32
B40,8,5,-65.61,132.26,wilke,12/27/2019,40
B42,13,4,-73.05,-125.73,amunw (grounded),12/27/2019,52
B43,10,5,-71.87,-172.34,rossc,12/27/2019,50
B45,8,6,-74.7,-109.37,amune (grounded),12/27/2019,48
B46,10,4,-74.45,-105.57,amune,12/27/2019,40
B47,19,5,-73.75,-132.55,amunw,12/27/2019,95
C15,14,10,-66.08,143.41,wilke (grounded),12/27/2019,140
C18B,20,4,-65.46,113.87,wilkw (grounded),12/27/2019,80
C21B,12,8,-64.99,95.86,wilkw (grounded),12/27/2019,96
C24,11,3,-64.84,96.02,wilkw (grounded),12/27/2019,33
C29,5,5,-66.1,142.84,wilke (grounded),12/27/2019,25
C30,9,3,-64.78,96.3,wilkw (grounded),12/27/2019,27
C31,9,3,-64.69,96.52,wilkw (grounded),12/27/2019,27
C33,8,4,-66.38,144.37,wilke (grounded),12/27/2019,32
C34,11,5,-65.04,116.71,wilkw,12/27/2019,55
C35,12,5,-68.24,148.21,wilke (grounded),12/27/2019,60
C36,23,16,-68.11,147.84,wilke (grounded),12/27/2019,368
D15A,51,24,-66.65,81.92,amere (grounded),12/27/2019,1224
D15B,33,12,-66.99,81.58,amere (grounded),12/27/2019,396
D20A,20,9,-68.76,36.31,amerw,12/27/2019,180
D21B,11,4,-76.12,-39.04,belle,12/27/2019,44
D23,8,6,-69.43,74.67,amere (grounded),12/27/2019,48
D26,19,2,-69.36,29.4,wedde (grounded),12/27/2019,38
D27,8,5,-67.27,81.87,amere (grounded),12/27/2019,40
D28,29,19,-68.11,71.04,amere (grounded),12/27/2019,551
A23A,44,40,-75.71,-41.34,belle,11/13/2020,1760
A63,11,3,-72.32,-47.21,belle,11/13/2020,33
A64,16,11,-69.73,-60.99,belle (grounded),11/13/2020,176
A68A,82,26,-56.27,-41.88,belle,11/13/2020,2132
A68C,9,5,-52.5,-29.95,belle,11/13/2020,45
A69A,10,9,-68.72,-59.22,belle,11/13/2020,90
A69B,10,7,-68.57,-60.3,belle,11/13/2020,70
B09B,27,9,-66.22,143.14,wilke,11/13/2020,243
B09G,12,7,-67.96,41.69,amerw (grounded),11/13/2020,84
B09I,12,6,-70.95,-37.23,belle,11/13/2020,72
B15AB,11,4,-66.03,51.06,amerw (grounded),11/13/2020,44
B22A,44,24,-73.95,-109.35,amune (grounded),11/13/2020,1056
B28,10,7,-74.68,-108.78,amune (grounded),11/13/2020,70
B29,11,5,-74.52,-108.91,amune (grounded),11/13/2020,55
B37,8,3,-72.73,-111.04,amune,11/13/2020,24
B38,6,4,-77,-155.02,rosse,11/13/2020,24
B39,8,4,-65.69,56.03,amerw,11/13/2020,32
B40,8,5,-65.65,132.16,wilke (grounded),11/13/2020,40
B42,13,4,-72.92,-126.6,amunw (grounded),11/13/2020,52
B45,8,6,-74.69,-109.34,amune (grounded),11/13/2020,48
B46,10,4,-73.47,-107.43,amune,11/13/2020,40
B47,19,5,-73.8,-133.84,amunw (grounded),11/13/2020,95
B50,15,6,-73.75,-133.12,amunw,11/13/2020,90
C15,14,10,-65.99,143.3,wilke (grounded),11/13/2020,140
C18B,20,4,-64.79,100.35,wilkw,11/13/2020,80
