Iceberg,Length,Width,Latitude,Longitude,Remarks,Last_update,Area
C21B,11,8,-64.99,95.85,wilkw (grounded),3/18/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),3/18/2022,22
C29,5,5,-66.07,142.79,wilke,3/18/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),3/18/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),3/18/2022,27
C33,8,4,-65.33,126.55,wilke (grounded),3/18/2022,32
C35,7,5,-67.33,147.98,wilke,3/18/2022,35
C36,22,15,-67.93,147.48,wilke (grounded),3/18/2022,330
C37,8,3,-65.38,101.91,wilkw,3/18/2022,24
C38,16,10,-65.66,102.76,wilkw,3/18/2022,160
D15A,51,24,-66.63,81.92,amere (grounded),3/18/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),3/18/2022,396
D20A,17,6,-69.57,22.52,wedde,3/18/2022,102
D23,8,6,-69.43,74.68,amere (grounded),3/18/2022,48
D26,16,2,-69.26,29.54,wedde (grounded),3/18/2022,32
D27,7,4,-69.84,19.89,wedde,3/18/2022,28
D28,29,19,-74.51,-29.07,weddw,3/18/2022,551
D29A,15,9,-72.96,-32.68,belle,3/18/2022,135
D29B,13,7,-73.66,-24.42,weddw,3/18/2022,91
D29C,13,6,-73.39,-30.9,belle,3/18/2022,78
D30A,37,11,-74.25,-31.62,belle,3/18/2022,407
D30B,10,5,-74.03,-28.21,weddw,3/18/2022,50
D31,16,2,-70.22,-4.85,weddw,3/18/2022,32
A23A,40,34,-75.17,-37.23,belle,3/25/2022,1360
A64,9,8,-66.96,-59.6,belle,3/25/2022,72
A69A,10,9,-66.24,-58.59,belle,3/25/2022,90
A69B,10,5,-65.9,-58.23,belle,3/25/2022,50
A69C,10,3,-66.53,-58.52,belle,3/25/2022,30
A70,8,5,-66.12,-59.56,belle,3/25/2022,40
A74,30,18,-77.27,-42.89,belle,3/25/2022,540
A76A,73,14,-69.42,-55.78,belle,3/25/2022,1022
A76B,20,7,-72.12,-58.81,belle,3/25/2022,140
A76C,16,7,-69.42,-59.89,belle,3/25/2022,112
A77,27,4,-74.85,-28.63,weddw,3/25/2022,108
A78,18,4,-72.98,-28.75,weddw,3/25/2022,72
A79,9.5,3,-71.17,-60.5,belle,3/25/2022,28.5
B09B,24,8,-66.23,143.49,wilke,3/25/2022,192
B09G,11,7,-68.19,41.8,amerw,3/25/2022,77
B09I,12,6,-55,-29.11,weddw,3/25/2022,72
B15AB,11,4,-66.08,50.59,amerw,3/25/2022,44
B22A,38,24,-73.81,-109.47,amune (grounded),3/25/2022,912
B28,9,6,-74.37,-109.37,amune,3/25/2022,54
B29,11,5,-74.2,-109.51,amune,3/25/2022,55
B38,6,4,-77,-155.11,rosse,3/25/2022,24
B39,8,4,-75.41,-28.4,weddw,3/25/2022,32
B40,5,5,-65.2,128.49,wilke,3/25/2022,25
B42,12,4,-70.15,-151.36,rosse,3/25/2022,48
B45,7,6,-74.51,-109.56,amune,3/25/2022,42
B46,10,4,-71.4,-132.36,amune,3/25/2022,40
B47,12,5,-73.85,-133.95,amunw,3/25/2022,60
B50,15,6,-66.38,-166.28,rosse,3/25/2022,90
C15,12,8,-65.96,143.27,wilke,3/25/2022,96
C18B,19,4,-66.59,89.55,amere (grounded),3/25/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),3/25/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),3/25/2022,22
C29,5,5,-66.07,142.79,wilke,3/25/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),3/25/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),3/25/2022,27
C33,8,4,-65.33,126.56,wilke (grounded),3/25/2022,32
C35,7,5,-67.33,147.98,wilke,3/25/2022,35
C36,22,15,-67.93,147.48,wilke (grounded),3/25/2022,330
C37,8,3,-65.23,101.31,wilkw,3/25/2022,24
C38A,10,8,-65.2,101.75,wilkw,3/25/2022,80
C38B,8,7,-65.06,101.72,wilkw,3/25/2022,56
D15A,51,24,-66.63,81.92,amere (grounded),3/25/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),3/25/2022,396
D20A,17,6,-69.54,22.55,wedde,3/25/2022,102
D23,8,6,-69.43,74.68,amere (grounded),3/25/2022,48
D26,16,2,-69.26,29.54,wedde (grounded),3/25/2022,32
D27,7,4,-69.2,15.43,wedde,3/25/2022,28
D28,29,19,-74.43,-30.15,weddw,3/25/2022,551
D29A,15,9,-72.75,-33.74,belle,3/25/2022,135
D29B,13,7,-74.17,-26.78,weddw,3/25/2022,91
D29C,13,6,-72.95,-31.92,belle,3/25/2022,78
D30A,37,11,-74.19,-32.25,belle,3/25/2022,407
D30B,10,5,-73.76,-29.07,weddw,3/25/2022,50
D31,16,2,-70.24,-6.05,weddw,3/25/2022,32
A23A,40,34,-75.18,-37.25,belle,04/01/2022,1360
A64,9,8,-66.89,-59.5,belle,04/01/2022,72
A69A,10,9,-66.18,-58.78,belle,04/01/2022,90
A69B,10,5,-65.89,-58.24,belle,04/01/2022,50
A69C,10,3,-66.29,-58.45,belle,04/01/2022,30
A70,8,5,-66.05,-60.38,belle,04/01/2022,40
A74,30,18,-77.23,-43.62,belle,04/01/2022,540
A76A,73,14,-69.17,-55.87,belle,04/01/2022,1022
A76B,20,7,-71.71,-59.04,belle,04/01/2022,140
A76C,16,7,-69.11,-60,belle,04/01/2022,112
A77,27,4,-75.02,-29.44,weddw,04/01/2022,108
A78,18,4,-73.11,-29.44,weddw,04/01/2022,72
A79,9.5,3,-71.17,-60.51,belle,04/01/2022,28.5
B09B,24,8,-66.2,143.44,wilke,04/01/2022,192
B09G,11,7,-68.19,41.8,amerw,04/01/2022,77
B09I,12,6,-54.89,-28.91,weddw,04/01/2022,72
B15AB,11,4,-66.08,50.59,amerw,04/01/2022,44
B22A,38,24,-73.81,-109.5,amune (grounded),04/01/2022,912
B28,9,6,-74.38,-109.41,amune,04/01/2022,54
B29,11,5,-74.2,-109.56,amune,04/01/2022,55
B38,6,4,-77,-155.11,rosse,04/01/2022,24
B39,8,4,-75.67,-28.8,weddw,04/01/2022,32
B42,12,4,-69.86,-152.27,rosse,04/01/2022,48
B45,7,6,-74.52,-109.59,amune,04/01/2022,42
B46,10,4,-71.53,-131.87,amune,04/01/2022,40
B47,12,5,-73.84,-134.03,amunw,04/01/2022,60
B50,15,6,-66.16,-165.98,rosse,04/01/2022,90
C15,12,8,-65.95,143.27,wilke,04/01/2022,96
C18B,19,4,-66.59,89.55,amere (grounded),04/01/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),04/01/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),04/01/2022,22
C29,5,5,-66.06,142.78,wilke,04/01/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),04/01/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),04/01/2022,27
C33,8,4,-65.33,126.56,wilke (grounded),04/01/2022,32
C35,7,5,-67.33,147.97,wilke,04/01/2022,35
C36,22,15,-67.93,147.48,wilke (grounded),04/01/2022,330
C37,8,3,-65.22,101.29,wilkw,04/01/2022,24
C38A,10,8,-65.18,101.73,wilkw,04/01/2022,80
C38B,8,7,-65.01,101.73,wilkw,04/01/2022,56
D15A,51,24,-66.63,81.92,amere (grounded),04/01/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),04/01/2022,396
D20A,17,6,-69.53,22.36,wedde,04/01/2022,102
D23,8,6,-69.43,74.68,amere (grounded),04/01/2022,48
D26,16,2,-69.26,29.54,wedde (grounded),04/01/2022,32
D27,7,4,-68.92,12.6,wedde,04/01/2022,28
D28,29,19,-74.41,-31.02,weddw,04/01/2022,551
D29A,15,9,-72.72,-34.23,belle,04/01/2022,135
D29B,13,7,-74.46,-27.37,weddw,04/01/2022,91
D29C,13,6,-73.03,-33.13,belle,04/01/2022,78
D30A,37,11,-74.29,-32.92,belle,04/01/2022,407
D30B,10,5,-73.81,-30.51,belle,04/01/2022,50
D31,16,2,-70.3,-7.57,weddw,04/01/2022,32
A23A,40,34,-75.08,-37.38,belle,04/08/2022,1360
A64,9,8,-66.44,-60.02,belle,04/08/2022,72
A69A,10,9,-65.8,-59.39,belle,04/08/2022,90
A69B,10,5,-65.42,-58.19,belle,04/08/2022,50
A69C,10,3,-65.87,-59.12,belle,04/08/2022,30
A70,8,5,-65.84,-61.14,belle,04/08/2022,40
A74,30,18,-76.95,-44.08,belle,04/08/2022,540
A76A,73,14,-68.54,-55.97,belle,04/08/2022,1022
A76B,20,7,-71.27,-59.67,belle,04/08/2022,140
A76C,16,7,-69,-60.13,belle,04/08/2022,112
A77,27,4,-75.31,-29.6,weddw,04/08/2022,108
A78,18,4,-73.19,-30.44,belle,04/08/2022,72
A79,9.5,3,-71.17,-60.51,belle,04/08/2022,28.5
B09B,24,8,-66.2,143.44,wilke,04/08/2022,192
B09G,11,7,-68.18,41.8,amerw,04/08/2022,77
B09I,12,6,-54.83,-28.35,weddw,04/08/2022,72
B15AB,11,4,-66.08,50.59,amerw,04/08/2022,44
B22A,38,24,-73.81,-109.5,amune (grounded),04/08/2022,912
B28,9,6,-74.38,-109.41,amune,04/08/2022,54
B29,11,5,-74.2,-109.56,amune,04/08/2022,55
B38,6,4,-77,-155.11,rosse,04/08/2022,24
B39,8,4,-76.19,-30.49,belle,04/08/2022,32
B42,12,4,-69.85,-151.97,rosse,04/08/2022,48
B45,7,6,-74.52,-109.59,amune,04/08/2022,42
B46,10,4,-71.48,-131.6,amune,04/08/2022,40
B47,12,5,-73.83,-134.08,amunw,04/08/2022,60
B50,14,5,-66,-165.45,rosse,04/08/2022,70
C15,12,8,-65.95,143.27,wilke,04/08/2022,96
C18B,19,4,-66.59,89.55,amere (grounded),04/08/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),04/08/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),04/08/2022,22
C29,5,5,-66.06,142.78,wilke,04/08/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),04/08/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),04/08/2022,27
C33,8,4,-65.34,126.56,wilke (grounded),04/08/2022,32
C35,7,5,-67.33,147.93,wilke,04/08/2022,35
C36,22,15,-67.93,147.48,wilke (grounded),04/08/2022,330
C37,8,3,-65.22,101.29,wilkw,04/08/2022,24
C38A,10,8,-65.18,101.73,wilkw,04/08/2022,80
C38B,8,7,-65.01,101.73,wilkw,04/08/2022,56
D15A,51,24,-66.63,81.92,amere (grounded),04/08/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),04/08/2022,396
D20A,17,6,-69.48,21.89,wedde,04/08/2022,102
D23,8,6,-69.43,74.68,amere (grounded),04/08/2022,48
D26,16,2,-69.26,29.54,wedde (grounded),04/08/2022,32
D27,7,4,-68.61,12.51,wedde,04/08/2022,28
D28,29,19,-74.44,-31.7,belle,04/08/2022,551
D29A,15,9,-72.65,-35.19,belle,04/08/2022,135
D29B,13,7,-74.65,-28.29,weddw,04/08/2022,91
D29C,13,6,-73.14,-34.2,belle,04/08/2022,78
D30A,37,11,-74.32,-33.8,belle,04/08/2022,407
D30B,10,5,-73.85,-31.79,belle,04/08/2022,50
D31,16,2,-70.69,-9.64,weddw,04/08/2022,32
A23A,40,34,-74.95,-37.74,belle,4/15/2022,1360
A64,9,8,-66.18,-60.32,belle,4/15/2022,72
A69A,10,9,-65.57,-59.37,belle,4/15/2022,90
A69B,10,5,-65.11,-57.68,belle,4/15/2022,50
A69C,10,3,-65.63,-59.09,belle,4/15/2022,30
A70,8,5,-65.84,-61.14,belle,4/15/2022,40
A74,30,18,-76.92,-44.14,belle,4/15/2022,540
A76A,73,14,-68.01,-55.92,belle,4/15/2022,1022
A76B,20,7,-71.07,-59.63,belle,4/15/2022,140
A76C,16,7,-68.99,-60.16,belle,4/15/2022,112
A77,27,4,-75.53,-29.79,weddw,4/15/2022,108
A78,18,4,-73.15,-31.73,belle,4/15/2022,72
A79,9.5,3,-71.17,-60.51,belle,4/15/2022,28.5
B09B,24,8,-66.2,143.42,wilke,4/15/2022,192
B09G,11,7,-68.21,41.79,amerw,4/15/2022,77
B09I,12,6,-54.83,-28.27,weddw,4/15/2022,72
B15AB,11,4,-66.08,50.59,amerw,4/15/2022,44
B22A,38,24,-73.81,-109.5,amune (grounded),4/15/2022,912
B28,9,6,-74.38,-109.41,amune,4/15/2022,54
B29,11,5,-74.2,-109.56,amune,4/15/2022,55
B38,6,4,-77,-155.11,rosse,4/15/2022,24
B39,8,4,-76.47,-31.94,belle,4/15/2022,32
B42,12,4,-69.72,-152,rosse,4/15/2022,48
B45,7,6,-74.52,-109.59,amune,4/15/2022,42
B46,10,4,-71.7,-131.78,amune,4/15/2022,40
B47,12,5,-73.81,-134.14,amunw,4/15/2022,60
B50,14,5,-65.92,-165.51,rosse,4/15/2022,70
C15,12,8,-65.95,143.27,wilke,4/15/2022,96
C18B,19,4,-66.59,89.55,amere (grounded),4/15/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),4/15/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),4/15/2022,22
C29,5,5,-66.06,142.78,wilke,4/15/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),4/15/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),4/15/2022,27
C33,8,4,-65.33,126.57,wilke (grounded),4/15/2022,32
C35,7,5,-67.33,147.84,wilke,4/15/2022,35
C36,22,15,-67.93,147.48,wilke (grounded),4/15/2022,330
C37,8,3,-65.22,101.21,wilkw,4/15/2022,24
C38A,10,8,-65.17,101.66,wilkw,4/15/2022,80
C38B,8,7,-65,101.7,wilkw,4/15/2022,56
D15A,51,24,-66.63,81.92,amere (grounded),4/15/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),4/15/2022,396
D20A,17,6,-69.63,20.51,wedde,4/15/2022,102
D23,8,6,-69.43,74.68,amere (grounded),4/15/2022,48
D26,16,2,-69.27,29.54,wedde (grounded),4/15/2022,32
D27,7,4,-68.22,12.87,wedde,4/15/2022,28
D28,29,19,-74.52,-32.3,belle,4/15/2022,551
D29A,15,9,-72.26,-35.86,belle,4/15/2022,135
D29B,13,7,-74.36,-31.21,belle,4/15/2022,91
D29C,13,6,-72.87,-34.84,belle,4/15/2022,78
D30A,37,11,-74.45,-35.91,belle,4/15/2022,407
D30B,10,5,-73.73,-32.79,belle,4/15/2022,50
D31,10,2,-71.14,-12.61,weddw,4/15/2022,20
A23A,40,34,-75.02,-38.04,belle,4/22/2022,1360
A64,9,8,-66.02,-60.34,belle,4/22/2022,72
A69A,10,9,-65.51,-59.24,belle,4/22/2022,90
A69B,10,5,-64.89,-57.26,belle,4/22/2022,50
A69C,10,3,-65.5,-58.94,belle,4/22/2022,30
A70,8,5,-65.76,-61.31,belle,4/22/2022,40
A74,30,18,-76.89,-44.13,belle,4/22/2022,540
A76A,73,14,-67.66,-55.77,belle,4/22/2022,1022
A76B,20,7,-70.86,-59.64,belle,4/22/2022,140
A76C,16,7,-68.99,-60.07,belle,4/22/2022,112
A77,27,4,-75.71,-30.06,belle,4/22/2022,108
A78,18,4,-73.11,-32.59,belle,4/22/2022,72
A79,9.5,3,-71.11,-60.48,belle,4/22/2022,28.5
B09B,24,8,-66.2,143.42,wilke,4/22/2022,192
B09G,11,7,-68.21,41.79,amerw,4/22/2022,77
B09I,12,6,-54.76,-26.98,weddw,4/22/2022,72
B15AB,11,4,-66.08,50.59,amerw,4/22/2022,44
B22A,38,24,-73.81,-109.49,amune (grounded),4/22/2022,912
B28,9,6,-74.37,-109.41,amune,4/22/2022,54
B29,11,5,-74.19,-109.54,amune,4/22/2022,55
B38,6,4,-77,-155.11,rosse,4/22/2022,24
B39,8,4,-76.75,-32.99,belle,4/22/2022,32
B42,12,4,-69.24,-151.51,rosse,4/22/2022,48
B45,7,6,-74.51,-109.59,amune,4/22/2022,42
B46,10,4,-72,-132.51,amune,4/22/2022,40
B47,12,5,-73.81,-134.17,amunw,4/22/2022,60
B50,14,5,-65.77,-165.42,rosse,4/22/2022,70
C15,12,8,-65.95,143.25,wilke,4/22/2022,96
C18B,19,4,-66.59,89.55,amere (grounded),4/22/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),4/22/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),4/22/2022,22
C29,5,5,-66.06,142.78,wilke,4/22/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),4/22/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),4/22/2022,27
C33,8,4,-65.32,126.58,wilke (grounded),4/22/2022,32
C35,7,5,-67.33,147.89,wilke,4/22/2022,35
C36,22,15,-67.93,147.48,wilke (grounded),4/22/2022,330
C37,8,3,-65.22,101.21,wilkw,4/22/2022,24
C38A,10,8,-65.17,101.66,wilkw,4/22/2022,80
C38B,8,7,-65,101.7,wilkw,4/22/2022,56
D15A,51,24,-66.63,81.92,amere (grounded),4/22/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),4/22/2022,396
D20A,17,6,-69.35,16.2,wedde,4/22/2022,102
D23,8,6,-69.43,74.68,amere (grounded),4/22/2022,48
D26,16,2,-69.26,29.54,wedde (grounded),4/22/2022,32
D27,7,4,-68.05,13.74,wedde,4/22/2022,28
D28,29,19,-74.62,-32.78,belle,4/22/2022,551
D29A,15,9,-72.12,-36.73,belle,4/22/2022,135
D29B,13,7,-74.45,-31.32,belle,4/22/2022,91
D29C,13,6,-72.81,-35.38,belle,4/22/2022,78
D30A,37,11,-74.31,-37.69,belle,4/22/2022,407
D30B,10,5,-73.83,-33.75,belle,4/22/2022,50
D31,10,2,-72.68,-19.39,weddw,4/22/2022,20
A23A,40,34,-74.87,-37.96,belle,4/29/2022,1360
A64,9,8,-65.86,-60.27,belle,4/29/2022,72
A69A,10,9,-65.42,-59.13,belle,4/29/2022,90
A69B,10,5,-64.58,-56.51,belle,4/29/2022,50
A69C,10,3,-65.38,-58.82,belle,4/29/2022,30
A70,8,5,-65.75,-61.34,belle,4/29/2022,40
A74,30,18,-76.81,-44.13,belle,4/29/2022,540
A76A,73,14,-67.31,-55.61,belle,4/29/2022,1022
A76B,20,7,-70.66,-59.79,belle,4/29/2022,140
A76C,16,7,-68.98,-60.07,belle,4/29/2022,112
A77,27,4,-75.74,-30.22,belle,4/29/2022,108
A78,18,4,-73.04,-32.72,belle,4/29/2022,72
A79,9.5,3,-71.1,-60.48,belle,4/29/2022,28.5
B09B,24,8,-66.2,143.42,wilke,4/29/2022,192
B09G,11,7,-68.21,41.78,amerw,4/29/2022,77
B09I,12,6,-55.98,-25.15,weddw,4/29/2022,72
B15AB,11,4,-66.08,50.59,amerw,4/29/2022,44
B22A,38,24,-73.8,-109.48,amune (grounded),4/29/2022,912
B28,9,6,-74.36,-109.41,amune,4/29/2022,54
B29,11,5,-74.19,-109.55,amune,4/29/2022,55
B38,6,4,-77,-155.11,rosse,4/29/2022,24
B39,8,4,-76.75,-33.2,belle,4/29/2022,32
B42,12,4,-68.59,-152.3,rosse,4/29/2022,48
B45,7,6,-74.51,-109.6,amune,4/29/2022,42
B46,10,4,-72.1,-132.8,amune,4/29/2022,40
B47,12,5,-73.82,-134.17,amunw,4/29/2022,60
B50,14,5,-65.55,-165.21,rosse,4/29/2022,70
C15,12,8,-65.95,143.25,wilke,4/29/2022,96
C18B,19,4,-66.57,89.44,amere,4/29/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),4/29/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),4/29/2022,22
C29,5,5,-66.06,142.78,wilke,4/29/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),4/29/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),4/29/2022,27
C33,8,4,-65.32,126.58,wilke (grounded),4/29/2022,32
C35,7,5,-67.33,147.88,wilke,4/29/2022,35
C36,22,15,-67.93,147.46,wilke (grounded),4/29/2022,330
C37,8,3,-65.22,101.1,wilkw,4/29/2022,24
C38A,10,8,-65.19,101.53,wilkw,4/29/2022,80
C38B,8,7,-65,101.68,wilkw,4/29/2022,56
C39,15,8,-65.68,99.61,wilkw,4/29/2022,120
D15A,51,24,-66.63,81.92,amere (grounded),4/29/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),4/29/2022,396
D20A,17,6,-69.41,12.16,wedde,4/29/2022,102
D23,8,6,-69.43,74.68,amere (grounded),4/29/2022,48
D26,16,2,-69.28,29.5,wedde (grounded),4/29/2022,32
D27,7,4,-67.47,12.78,wedde,4/29/2022,28
D28,29,19,-74.59,-32.26,belle,4/29/2022,551
D29A,15,9,-72.01,-36.64,belle,4/29/2022,135
D29B,13,7,-74.59,-31.12,belle,4/29/2022,91
D29C,13,6,-72.77,-35.41,belle,4/29/2022,78
D30A,37,11,-74.09,-38.76,belle,4/29/2022,407
D30B,10,5,-73.8,-33.84,belle,4/29/2022,50
D31,10,2,-73.3,-22.05,weddw,4/29/2022,20
A23A,40,34,-74.82,-37.84,belle,05/06/2022,1360
A64,9,8,-65.78,-60.27,belle,05/06/2022,72
A69A,10,9,-65.37,-59.04,belle,05/06/2022,90
A69B,10,5,-64.37,-56.16,belle,05/06/2022,50
A69C,10,3,-65.33,-58.71,belle,05/06/2022,30
A70,8,5,-65.74,-61.32,belle,05/06/2022,40
A74,30,18,-76.74,-44.16,belle,05/06/2022,540
A76A,73,14,-66.88,-55.4,belle,05/06/2022,1022
A76B,20,7,-70.51,-59.79,belle,05/06/2022,140
A76C,16,7,-68.98,-60.07,belle,05/06/2022,112
A77,27,4,-75.75,-30.19,belle,05/06/2022,108
A78,18,4,-72.92,-33.45,belle,05/06/2022,72
A79,9.5,3,-71.09,-60.49,belle,05/06/2022,28.5
B09B,24,8,-66.2,143.42,wilke,05/06/2022,192
B09G,11,7,-68.21,41.78,amerw,05/06/2022,77
B09I,12,6,-56.63,-24.36,weddw,05/06/2022,72
B15AB,11,4,-66.08,50.59,amerw,05/06/2022,44
B22A,38,24,-73.8,-109.48,amune (grounded),05/06/2022,912
B28,9,6,-74.36,-109.41,amune,05/06/2022,54
B29,11,5,-74.19,-109.55,amune,05/06/2022,55
B38,6,4,-77,-155.11,rosse,05/06/2022,24
B39,8,4,-76.75,-33.38,belle,05/06/2022,32
B42,12,4,-68.58,-152.83,rosse,05/06/2022,48
B45,7,6,-74.51,-109.6,amune,05/06/2022,42
B46,10,4,-72.49,-134.52,amune,05/06/2022,40
B47,12,5,-73.82,-134.17,amunw,05/06/2022,60
B50,14,5,-65.36,-165,rosse,05/06/2022,70
C15,12,8,-65.95,143.25,wilke,05/06/2022,96
C18B,19,4,-66.57,89.4,amere,05/06/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),05/06/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),05/06/2022,22
C29,5,5,-66.06,142.78,wilke,05/06/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),05/06/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),05/06/2022,27
C33,8,4,-65.33,126.56,wilke (grounded),05/06/2022,32
C35,7,5,-67.33,147.84,wilke,05/06/2022,35
C36,22,15,-67.93,147.46,wilke (grounded),05/06/2022,330
C37,8,3,-65.22,101.1,wilkw,05/06/2022,24
C38A,10,8,-65.19,101.53,wilkw,05/06/2022,80
C38B,8,7,-65,101.68,wilkw,05/06/2022,56
C39,15,8,-65.68,99.61,wilkw,05/06/2022,120
D15A,51,24,-66.63,81.92,amere (grounded),05/06/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),05/06/2022,396
D20A,17,6,-69.87,7.22,wedde,05/06/2022,102
D23,8,6,-69.43,74.68,amere (grounded),05/06/2022,48
D26,16,2,-69.28,29.5,wedde (grounded),05/06/2022,32
D27,7,4,-67.36,13.25,wedde,05/06/2022,28
D28,29,19,-74.57,-32.18,belle,05/06/2022,551
D29A,15,9,-71.76,-37.13,belle,05/06/2022,135
D29B,13,7,-74.61,-30.94,belle,05/06/2022,91
D29C,13,6,-72.56,-35.99,belle,05/06/2022,78
D30A,37,11,-73.97,-39.2,belle,05/06/2022,407
D30B,10,5,-73.68,-34.4,belle,05/06/2022,50
D31,10,2,-73.53,-25.68,weddw,05/06/2022,20
A23A,40,34,-74.78,-37.73,belle,5/13/2022,1360
A64,9,8,-65.78,-60.3,belle,5/13/2022,72
A69A,10,9,-65.36,-59.03,belle,5/13/2022,90
A69B,10,5,-63.97,-56.13,belle,5/13/2022,50
A69C,10,3,-65.33,-58.7,belle,5/13/2022,30
A70,8,5,-65.74,-61.32,belle,5/13/2022,40
A74,30,18,-76.74,-44.16,belle,5/13/2022,540
A76A,73,14,-66.54,-55.12,belle,5/13/2022,1022
A76B,20,7,-70.35,-59.83,belle,5/13/2022,140
A76C,16,7,-68.97,-60.03,belle,5/13/2022,112
A77,27,4,-76.05,-31.39,belle,5/13/2022,108
A78,18,4,-72.6,-34.6,belle,5/13/2022,72
A79,9.5,3,-71.09,-60.47,belle,5/13/2022,28.5
B09B,24,8,-66.2,143.41,wilke,5/13/2022,192
B09G,11,7,-68.17,41.87,amerw,5/13/2022,77
B09I,12,6,-57.77,-23.66,weddw,5/13/2022,72
B15AB,11,4,-66.08,50.59,amerw,5/13/2022,44
B22A,38,24,-73.8,-109.49,amune (grounded),5/13/2022,912
B28,9,6,-74.36,-109.41,amune,5/13/2022,54
B29,11,5,-74.19,-109.55,amune,5/13/2022,55
B38,6,4,-77,-155.11,rosse,5/13/2022,24
B39,8,4,-77.12,-34.46,belle,5/13/2022,32
B42,12,4,-68.7,-152.58,rosse,5/13/2022,48
B45,7,6,-74.51,-109.6,amune,5/13/2022,42
B46,10,4,-72.65,-136.84,amune,5/13/2022,40
B47,12,5,-73.82,-134.17,amunw,5/13/2022,60
B50,14,5,-65.28,-164.94,rosse,5/13/2022,70
C15,12,8,-65.96,143.25,wilke,5/13/2022,96
C18B,19,4,-66.57,89.4,amere,5/13/2022,76
C21B,11,8,-64.99,95.85,wilkw (grounded),5/13/2022,88
C24,11,2,-64.84,96.02,wilkw (grounded),5/13/2022,22
C29,5,5,-66.06,142.78,wilke,5/13/2022,25
C30,9,3,-64.78,96.28,wilkw (grounded),5/13/2022,27
C31,9,3,-64.69,96.5,wilkw (grounded),5/13/2022,27
C33,8,4,-65.33,126.56,wilke (grounded),5/13/2022,32
C35,7,5,-67.32,147.81,wilke,5/13/2022,35
C36,22,15,-67.93,147.46,wilke (grounded),5/13/2022,330
C37,8,3,-65.22,101.1,wilkw,5/13/2022,24
C38A,10,8,-65.19,101.51,wilkw,5/13/2022,80
C38B,8,7,-64.99,101.71,wilkw,5/13/2022,56
C39,15,8,-65.68,99.56,wilkw,5/13/2022,120
D15A,51,24,-66.63,81.91,amere (grounded),5/13/2022,1224
D15B,33,12,-66.98,81.58,amere (grounded),5/13/2022,396
D20A,17,6,-69.96,6.49,wedde,5/13/2022,102
D23,8,6,-69.43,74.68,amere (grounded),5/13/2022,48
D26,16,2,-69.23,29.56,wedde (grounded),5/13/2022,32
D27,7,4,-67.42,13.32,wedde,5/13/2022,28
D28,29,19,-74.44,-32.82,belle,5/13/2022,551
D29A,15,9,-71.06,-37.87,belle,5/13/2022,135
D29B,13,7,-74.74,-32.08,belle,5/13/2022,91
D29C,13,6,-71.94,-36.51,belle,5/13/2022,78
D30A,37,11,-73.72,-40.09,belle,5/13/2022,407
D30B,10,5,-73.39,-36.45,belle,5/13/2022,50
D31,10,2,-73.64,-26.9,weddw,5/13/2022,20
A23A,40,34,-74.78,-37.73,belle,5/20/2022,1360
A64,9,8,-65.79,-60.18,belle,5/20/2022,72
A69A,10,9,-65.35,-58.9,belle,5/20/2022,90
A69B,10,5,-64.05,-55.32,belle,5/20/2022,50
A69C,10,3,-65.32,-58.55,belle,5/20/2022,30
